sp_key,n_cells_br
W-Hyd-290274,359
W-Hyd-290449,79
W-Hyd-290871,1
W-Hyd-291321,503
W-Hyd-292179,152
W-Hyd-292320,360
W-Hyd-292444,400
W-Hyd-292482,608
W-Hyd-418887,320
W-Hyd-418891,359
W-Hyd-418901,610
W-Iso-118204,280
W-Iso-118497,602
W-Iso-118559,129
W-Iso-118585,148
W-Iso-118676,187
W-Iso-118730,118
W-Iso-118732,144
W-Iso-118744,130
W-Iso-118747,46
W-Iso-118754,129
W-Iso-118770,389
W-Iso-118798,122
W-Iso-118801,511
W-Iso-118802,123
W-Iso-118827,317
W-Iso-118859,414
W-Iso-118917,251
W-Iso-118990,57
W-Iso-118994,44
W-Iso-119034,1083
W-Iso-119036,45
W-Iso-146502,455
W-Iso-148645,243
W-Iso-156445,879
W-Iso-156446,123
W-Iso-157847,193
W-Iso-157884,208
W-Iso-157887,129
W-Iso-157888,233
W-Iso-157901,118
W-Iso-157903,105
W-Iso-157908,297
W-Iso-157912,86
W-Iso-216037,82
W-Iso-220697,174
W-Iso-220727,18
W-Iso-255201,64
W-Iso-255365,247
W-Iso-255374,103
W-Iso-255518,195
W-Iso-255526,216
W-Iso-255535,231
W-Iso-255590,97
W-Iso-255803,56
W-Iso-255903,68
W-Iso-255963,102
W-Iso-255985,81
W-Iso-256046,138
W-Iso-256048,163
W-Iso-256073,165
W-Iso-256258,71
W-Iso-256264,111
W-Iso-256332,173
W-Iso-256404,111
W-Iso-256455,437
W-Iso-256457,531
W-Iso-256477,47
W-Iso-256479,166
W-Iso-256597,166
W-Iso-256604,193
W-Iso-256614,166
W-Iso-256633,15
W-Iso-256672,200
W-Iso-256680,4
W-Iso-256717,115
W-Iso-256718,272
W-Iso-257001,114
W-Iso-257303,58
W-Iso-257306,32
W-Iso-257353,91
W-Iso-257355,86
W-Iso-257851,151
W-Iso-257860,32
W-Iso-257915,197
W-Iso-258295,241
W-Iso-258334,153
W-Iso-258351,52
W-Iso-258352,146
W-Iso-258416,40
W-Iso-258420,91
W-Iso-258445,46
W-Iso-258458,204
W-Iso-258479,131
W-Iso-258487,26
W-Iso-258757,174
W-Iso-258872,164
W-Iso-258986,104
W-Iso-259252,325
W-Iso-259338,67
W-Iso-259670,83
W-Iso-259750,401
W-Iso-259812,194
W-Iso-260262,179
W-Iso-260366,121
W-Iso-260375,80
W-Iso-260378,132
W-Iso-260439,136
W-Iso-260565,155
W-Iso-260637,189
W-Iso-261218,136
W-Iso-261322,107
W-Iso-261817,294
W-Iso-261827,103
W-Iso-261982,251
W-Iso-263449,164
W-Iso-263859,148
W-Iso-292761,7
W-Mer-150514,166
W-Msc-1214579,35
W-Msc-138709,1610
W-Msc-138739,516
W-Msc-138748,354
W-Msc-138749,132
W-Msc-138753,102
W-Msc-138755,179
W-Msc-138756,345
W-Msc-138757,634
W-Msc-138759,267
W-Msc-138768,122
W-Msc-138796,654
W-Msc-138797,723
W-Msc-138799,500
W-Msc-138801,911
W-Msc-138802,132
W-Msc-138803,1036
W-Msc-138818,1442
W-Msc-138820,969
W-Msc-138821,1317
W-Msc-138823,1472
W-Msc-138838,637
W-Msc-138840,241
W-Msc-138848,805
W-Msc-138849,2102
W-Msc-138852,3259
W-Msc-138860,255
W-Msc-138862,56
W-Msc-138864,442
W-Msc-138866,413
W-Msc-138875,1468
W-Msc-138902,142
W-Msc-138906,5
W-Msc-138923,86
W-Msc-138938,35
W-Msc-138942,198
W-Msc-138963,352
W-Msc-138969,568
W-Msc-138984,376
W-Msc-139025,352
W-Msc-139028,2944
W-Msc-139029,827
W-Msc-139030,2961
W-Msc-139031,910
W-Msc-139032,552
W-Msc-139033,2534
W-Msc-139034,1297
W-Msc-139035,1225
W-Msc-139039,434
W-Msc-139042,214
W-Msc-139045,2921
W-Msc-139047,598
W-Msc-139048,1192
W-Msc-139061,1
W-Msc-139062,1
W-Msc-139067,21
W-Msc-139106,615
W-Msc-139120,41
W-Msc-139134,659
W-Msc-139178,1720
W-Msc-139182,421
W-Msc-139185,1181
W-Msc-139202,84
W-Msc-139222,466
W-Msc-139224,282
W-Msc-139233,345
W-Msc-139305,74
W-Msc-139317,85
W-Msc-139322,374
W-Msc-139325,91
W-Msc-139328,1544
W-Msc-139353,141
W-Msc-139388,437
W-Msc-139401,142
W-Msc-139407,519
W-Msc-139422,1451
W-Msc-139424,2563
W-Msc-139425,805
W-Msc-139428,1504
W-Msc-139429,265
W-Msc-139433,329
W-Msc-139436,505
W-Msc-139437,109
W-Msc-139445,947
W-Msc-139447,269
W-Msc-139450,325
W-Msc-139453,326
W-Msc-139454,524
W-Msc-139462,212
W-Msc-139472,607
W-Msc-139474,56
W-Msc-139476,47
W-Msc-139489,241
W-Msc-139490,897
W-Msc-139523,1718
W-Msc-139525,272
W-Msc-139535,505
W-Msc-139536,416
W-Msc-139553,94
W-Msc-139557,1514
W-Msc-139580,76
W-Msc-139582,298
W-Msc-139594,8
W-Msc-139623,146
W-Msc-139679,54
W-Msc-139682,431
W-Msc-139690,497
W-Msc-139712,429
W-Msc-139717,133
W-Msc-139720,150
W-Msc-139750,31
W-Msc-139765,197
W-Msc-139768,85
W-Msc-139800,265
W-Msc-139908,155
W-Msc-139943,257
W-Msc-139944,268
W-Msc-139945,251
W-Msc-139947,249
W-Msc-139966,84
W-Msc-139969,246
W-Msc-139975,56
W-Msc-140002,63
W-Msc-140011,287
W-Msc-140015,138
W-Msc-140048,677
W-Msc-140071,258
W-Msc-140082,136
W-Msc-140090,126
W-Msc-140102,84
W-Msc-140103,1929
W-Msc-140111,90
W-Msc-140112,291
W-Msc-140115,3295
W-Msc-140120,106
W-Msc-140121,352
W-Msc-140151,1222
W-Msc-140155,121
W-Msc-140161,723
W-Msc-140168,39
W-Msc-140170,1214
W-Msc-140173,59
W-Msc-140175,201
W-Msc-140187,1600
W-Msc-140193,801
W-Msc-140197,2480
W-Msc-140222,562
W-Msc-140223,1444
W-Msc-140226,566
W-Msc-140227,607
W-Msc-140228,504
W-Msc-140233,630
W-Msc-140238,429
W-Msc-140242,352
W-Msc-140252,415
W-Msc-140253,415
W-Msc-140255,367
W-Msc-140258,312
W-Msc-140263,84
W-Msc-140264,65
W-Msc-140275,345
W-Msc-140290,263
W-Msc-140349,14
W-Msc-140365,30
W-Msc-140403,61
W-Msc-140417,286
W-Msc-140429,171
W-Msc-140430,1265
W-Msc-140431,1323
W-Msc-140435,703
W-Msc-140440,1761
W-Msc-140449,3048
W-Msc-140467,1748
W-Msc-140472,1605
W-Msc-140474,1757
W-Msc-140480,1353
W-Msc-140482,708
W-Msc-140491,1
W-Msc-140521,121
W-Msc-140525,1608
W-Msc-140536,1563
W-Msc-140570,163
W-Msc-140577,1521
W-Msc-140580,372
W-Msc-140581,304
W-Msc-140584,2374
W-Msc-140596,56
W-Msc-140605,393
W-Msc-140606,397
W-Msc-140607,220
W-Msc-140609,1397
W-Msc-140610,1086
W-Msc-140616,53
W-Msc-140621,475
W-Msc-140623,437
W-Msc-140627,1143
W-Msc-140629,1064
W-Msc-140640,1244
W-Msc-140649,1238
W-Msc-140650,262
W-Msc-140652,282
W-Msc-140657,331
W-Msc-140673,1679
W-Msc-140692,1348
W-Msc-140702,954
W-Msc-140721,2146
W-Msc-140722,985
W-Msc-140726,126
W-Msc-140734,504
W-Msc-140740,371
W-Msc-140744,41
W-Msc-140754,663
W-Msc-140767,43
W-Msc-140771,180
W-Msc-140779,64
W-Msc-140781,196
W-Msc-140814,367
W-Msc-140815,31
W-Msc-140817,360
W-Msc-140835,222
W-Msc-140839,139
W-Msc-140843,261
W-Msc-140880,310
W-Msc-140891,226
W-Msc-140974,167
W-Msc-141025,191
W-Msc-141097,399
W-Msc-141102,14
W-Msc-141125,90
W-Msc-141134,1632
W-Msc-141228,113
W-Msc-141261,630
W-Msc-141308,46
W-Msc-141317,24
W-Msc-141417,444
W-Msc-141425,189
W-Msc-141432,886
W-Msc-141539,240
W-Msc-141548,598
W-Msc-141564,13
W-Msc-141565,324
W-Msc-141580,56
W-Msc-141598,240
W-Msc-141600,423
W-Msc-141605,148
W-Msc-141607,294
W-Msc-141609,197
W-Msc-141612,104
W-Msc-141630,373
W-Msc-141646,303
W-Msc-141652,555
W-Msc-141662,788
W-Msc-141676,85
W-Msc-141680,791
W-Msc-141686,309
W-Msc-141687,389
W-Msc-141692,1527
W-Msc-141694,273
W-Msc-141714,212
W-Msc-141765,81
W-Msc-141819,56
W-Msc-141821,1370
W-Msc-141822,36
W-Msc-141840,1118
W-Msc-141846,825
W-Msc-141859,145
W-Msc-141866,266
W-Msc-141875,1481
W-Msc-141879,796
W-Msc-141887,1520
W-Msc-141896,427
W-Msc-141899,97
W-Msc-141902,1110
W-Msc-141905,1196
W-Msc-141914,17
W-Msc-141918,1109
W-Msc-141919,120
W-Msc-141962,3351
W-Msc-141983,1689
W-Msc-141987,2118
W-Msc-141989,1594
W-Msc-141997,547
W-Msc-142001,71
W-Msc-142002,267
W-Msc-142010,161
W-Msc-142012,272
W-Msc-146732,1061
W-Msc-146733,474
W-Msc-146791,559
W-Msc-147464,41
W-Msc-150457,1210
W-Msc-150534,819
W-Msc-152651,49
W-Msc-153063,557
W-Msc-153083,628
W-Msc-153087,235
W-Msc-153094,22
W-Msc-153122,110
W-Msc-153546,23
W-Msc-156070,232
W-Msc-156225,1449
W-Msc-156226,1470
W-Msc-156383,353
W-Msc-156447,209
W-Msc-156454,122
W-Msc-156589,357
W-Msc-156655,242
W-Msc-156668,339
W-Msc-156674,1015
W-Msc-156712,501
W-Msc-156730,382
W-Msc-156732,220
W-Msc-156734,323
W-Msc-156737,353
W-Msc-156744,82
W-Msc-156747,127
W-Msc-156749,185
W-Msc-156750,125
W-Msc-156753,252
W-Msc-156763,648
W-Msc-156766,239
W-Msc-156770,116
W-Msc-156776,145
W-Msc-156782,216
W-Msc-156786,476
W-Msc-156787,347
W-Msc-156789,397
W-Msc-156793,288
W-Msc-156797,1111
W-Msc-156803,318
W-Msc-156808,94
W-Msc-156811,389
W-Msc-156817,208
W-Msc-156821,122
W-Msc-156823,318
W-Msc-156826,224
W-Msc-156840,216
W-Msc-156843,180
W-Msc-156861,129
W-Msc-156863,1371
W-Msc-156865,165
W-Msc-156870,339
W-Msc-156872,66
W-Msc-156878,339
W-Msc-156887,290
W-Msc-156909,318
W-Msc-156916,936
W-Msc-156917,389
W-Msc-156920,89
W-Msc-156923,599
W-Msc-156932,194
W-Msc-156935,230
W-Msc-156961,273
W-Msc-156963,343
W-Msc-156972,161
W-Msc-156991,95
W-Msc-156994,341
W-Msc-156996,297
W-Msc-156999,171
W-Msc-157001,190
W-Msc-157005,254
W-Msc-157006,1180
W-Msc-157007,1015
W-Msc-157011,527
W-Msc-157019,45
W-Msc-157022,110
W-Msc-157024,443
W-Msc-157029,1812
W-Msc-157031,3216
W-Msc-157032,313
W-Msc-157036,570
W-Msc-157037,136
W-Msc-159757,204
W-Msc-159775,83
W-Msc-159778,270
W-Msc-159895,295
W-Msc-159903,32
W-Msc-159928,885
W-Msc-159929,176
W-Msc-159949,303
W-Msc-159951,77
W-Msc-159968,402
W-Msc-160012,275
W-Msc-160031,259
W-Msc-160051,286
W-Msc-160053,226
W-Msc-160060,519
W-Msc-160063,282
W-Msc-160065,291
W-Msc-160074,202
W-Msc-160082,376
W-Msc-160102,349
W-Msc-160104,224
W-Msc-160106,175
W-Msc-160108,1049
W-Msc-160127,779
W-Msc-160143,34
W-Msc-160147,259
W-Msc-160149,268
W-Msc-160150,355
W-Msc-160161,293
W-Msc-160168,110
W-Msc-160172,64
W-Msc-160174,134
W-Msc-160185,150
W-Msc-160192,122
W-Msc-160193,258
W-Msc-160194,70
W-Msc-160204,841
W-Msc-160212,213
W-Msc-160214,141
W-Msc-160222,264
W-Msc-160227,48
W-Msc-160228,313
W-Msc-160230,176
W-Msc-160233,392
W-Msc-160240,127
W-Msc-160248,56
W-Msc-160251,272
W-Msc-160259,309
W-Msc-160265,336
W-Msc-160267,145
W-Msc-160289,311
W-Msc-160291,114
W-Msc-160293,295
W-Msc-160295,253
W-Msc-160297,254
W-Msc-160307,242
W-Msc-160308,303
W-Msc-160314,216
W-Msc-160315,135
W-Msc-160319,47
W-Msc-160323,127
W-Msc-160328,233
W-Msc-160330,241
W-Msc-160332,277
W-Msc-160335,211
W-Msc-160348,160
W-Msc-160363,131
W-Msc-160395,251
W-Msc-160406,192
W-Msc-160407,286
W-Msc-160412,33
W-Msc-160414,202
W-Msc-160428,356
W-Msc-160440,229
W-Msc-160441,153
W-Msc-160443,229
W-Msc-160446,84
W-Msc-160448,43
W-Msc-160451,54
W-Msc-160456,120
W-Msc-160476,201
W-Msc-180877,265
W-Msc-180921,1
W-Msc-181006,226
W-Msc-181092,243
W-Msc-181093,208
W-Msc-181213,91
W-Msc-181214,118
W-Msc-181218,539
W-Msc-181222,10
W-Msc-181233,21
W-Msc-181239,107
W-Msc-181246,125
W-Msc-181377,2861
W-Msc-181378,807
W-Msc-181379,1679
W-Msc-181381,433
W-Msc-181382,1367
W-Msc-181386,3304
W-Msc-181387,50
W-Msc-183000,306
W-Msc-183133,391
W-Msc-196374,348
W-Msc-196377,378
W-Msc-196391,987
W-Msc-196595,826
W-Msc-196600,36
W-Msc-197236,799
W-Msc-197240,73
W-Msc-197392,604
W-Msc-207666,1
W-Msc-207671,1
W-Msc-207687,1
W-Msc-207754,1
W-Msc-207824,1
W-Msc-207847,1
W-Msc-207848,342
W-Msc-207853,1
W-Msc-207886,2
W-Msc-207895,1
W-Msc-207901,267
W-Msc-207905,21
W-Msc-208000,78
W-Msc-208012,16
W-Msc-208014,6
W-Msc-208080,1
W-Msc-208125,23
W-Msc-208143,1
W-Msc-208158,1
W-Msc-208166,1
W-Msc-208388,18
W-Msc-208421,145
W-Msc-208435,1
W-Msc-208448,2
W-Msc-208462,18
W-Msc-208468,3
W-Msc-208470,1
W-Msc-208472,1
W-Msc-208481,21
W-Msc-208484,245
W-Msc-208488,6
W-Msc-208494,1
W-Msc-208495,26
W-Msc-208527,1
W-Msc-208599,174
W-Msc-208626,22
W-Msc-208629,23
W-Msc-208639,226
W-Msc-208648,1
W-Msc-208936,8
W-Msc-208963,1
W-Msc-211089,1
W-Msc-211092,1
W-Msc-211101,1
W-Msc-211919,1
W-Msc-212117,100
W-Msc-212142,1
W-Msc-212155,1
W-Msc-212835,1
W-Msc-213509,68
W-Msc-213528,43
W-Msc-214493,101
W-Msc-214509,23
W-Msc-214550,144
W-Msc-214951,1
W-Msc-214971,182
W-Msc-215117,2
W-Msc-215119,13
W-Msc-215120,1
W-Msc-215169,2
W-Msc-215229,190
W-Msc-215248,24
W-Msc-215252,306
W-Msc-215258,1
W-Msc-215276,1308
W-Msc-215290,1
W-Msc-215382,1
W-Msc-215389,1
W-Msc-215410,24
W-Msc-215423,465
W-Msc-215436,3
W-Msc-215439,9
W-Msc-215446,17
W-Msc-215457,15
W-Msc-215464,1
W-Msc-215478,1
W-Msc-215516,104
W-Msc-215517,1
W-Msc-215518,1
W-Msc-215519,1
W-Msc-215522,1
W-Msc-215529,17
W-Msc-215538,168
W-Msc-215541,10
W-Msc-215559,9
W-Msc-215680,1
W-Msc-215700,1
W-Msc-215730,1
W-Msc-215741,13
W-Msc-215762,1
W-Msc-215835,1
W-Msc-215837,1
W-Msc-216254,21
W-Msc-216256,1
W-Msc-216260,1
W-Msc-216265,1
W-Msc-216300,13
W-Msc-216371,1
W-Msc-216382,16
W-Msc-216457,1
W-Msc-216465,165
W-Msc-216524,1
W-Msc-216526,1
W-Msc-216533,200
W-Msc-216577,1
W-Msc-216581,1
W-Msc-216632,22
W-Msc-216636,265
W-Msc-216649,1
W-Msc-216652,1
W-Msc-216669,11
W-Msc-216673,1
W-Msc-216677,1
W-Msc-216682,10
W-Msc-216683,1
W-Msc-216687,179
W-Msc-216688,1
W-Msc-216708,1
W-Msc-216711,1
W-Msc-216714,1
W-Msc-216723,5
W-Msc-216867,1
W-Msc-216871,1
W-Msc-216875,23
W-Msc-216894,11
W-Msc-216904,1
W-Msc-216923,22
W-Msc-216954,1
W-Msc-216963,1
W-Msc-216964,202
W-Msc-216967,4
W-Msc-216968,222
W-Msc-217000,1
W-Msc-217009,1
W-Msc-217011,1
W-Msc-217025,179
W-Msc-217087,1
W-Msc-217246,8
W-Msc-224277,167
W-Msc-224346,108
W-Msc-224351,227
W-Msc-224358,133
W-Msc-224361,180
W-Msc-224556,70
W-Msc-224572,67
W-Msc-224584,140
W-Msc-224593,47
W-Msc-224618,87
W-Msc-224652,218
W-Msc-224773,34
W-Msc-224778,217
W-Msc-224820,105
W-Msc-224843,217
W-Msc-224977,123
W-Msc-225025,164
W-Msc-225068,236
W-Msc-225252,222
W-Msc-225330,178
W-Msc-225385,208
W-Msc-225573,386
W-Msc-225818,2619
W-Msc-225819,743
W-Msc-225820,509
W-Msc-233434,43
W-Msc-234108,111
W-Msc-234158,245
W-Msc-234208,43
W-Msc-236786,1832
W-Msc-238118,182
W-Msc-238742,2857
W-Msc-240765,167
W-Msc-240767,577
W-Msc-240774,175
W-Msc-240776,612
W-Msc-246815,1180
W-Msc-246819,841
W-Msc-247773,1549
W-Msc-254460,1133
W-Msc-254463,829
W-Msc-254466,1269
W-Msc-254477,904
W-Msc-293683,219
W-Msc-341781,3258
W-Msc-341786,14
W-Msc-341799,592
W-Msc-341813,172
W-Msc-341821,268
W-Msc-341859,590
W-Msc-341866,825
W-Msc-341942,10
W-Msc-341951,109
W-Msc-341954,36
W-Msc-341983,18
W-Msc-341985,181
W-Msc-342023,238
W-Msc-342060,3183
W-Msc-342062,23
W-Msc-342066,34
W-Msc-342067,453
W-Msc-342092,652
W-Msc-342104,2627
W-Msc-342212,136
W-Msc-342218,489
W-Msc-342232,66
W-Msc-342234,1156
W-Msc-342241,19
W-Msc-342242,182
W-Msc-342247,291
W-Msc-342249,2213
W-Msc-342272,346
W-Msc-342276,100
W-Msc-342285,224
W-Msc-342286,2442
W-Msc-342291,266
W-Msc-342293,1442
W-Msc-342295,528
W-Msc-342300,825
W-Msc-342305,825
W-Msc-342313,826
W-Msc-342337,1303
W-Msc-342354,2373
W-Msc-342361,796
W-Msc-342372,802
W-Msc-342386,1444
W-Msc-342387,794
W-Msc-342400,75
W-Msc-342418,513
W-Msc-343681,237
W-Msc-344129,337
W-Msc-344159,437
W-Msc-344168,211
W-Msc-344169,215
W-Msc-344172,98
W-Msc-344173,12
W-Msc-344183,241
W-Msc-344201,85
W-Msc-344205,102
W-Msc-344207,859
W-Msc-344218,13
W-Msc-344223,28
W-Msc-344237,1
W-Msc-344239,438
W-Msc-344246,303
W-Msc-344253,204
W-Msc-344255,111
W-Msc-344261,196
W-Msc-344264,292
W-Msc-344266,102
W-Msc-344271,418
W-Msc-344291,396
W-Msc-344293,189
W-Msc-344305,280
W-Msc-344321,902
W-Msc-344325,355
W-Msc-344326,273
W-Msc-344342,175
W-Msc-344344,40
W-Msc-344353,275
W-Msc-344358,17
W-Msc-344375,226
W-Msc-344379,244
W-Msc-344384,163
W-Msc-344398,821
W-Msc-344408,379
W-Msc-344420,110
W-Msc-344422,216
W-Msc-344424,47
W-Msc-344426,564
W-Msc-344427,59
W-Msc-344429,5
W-Msc-344431,398
W-Msc-344432,15
W-Msc-344435,1
W-Msc-344443,20
W-Msc-344444,127
W-Msc-344446,470
W-Msc-344449,342
W-Msc-344463,345
W-Msc-344469,54
W-Msc-344471,184
W-Msc-344477,141
W-Msc-344479,180
W-Msc-344480,1
W-Msc-344482,293
W-Msc-344490,670
W-Msc-344492,35
W-Msc-344495,73
W-Msc-344498,365
W-Msc-344504,271
W-Msc-344507,325
W-Msc-344508,365
W-Msc-344515,529
W-Msc-344517,391
W-Msc-344520,365
W-Msc-344539,5
W-Msc-344552,24
W-Msc-344560,1266
W-Msc-344567,79
W-Msc-344569,388
W-Msc-344570,62
W-Msc-344573,331
W-Msc-344579,69
W-Msc-344585,271
W-Msc-344592,290
W-Msc-344596,520
W-Msc-345302,318
W-Msc-345303,353
W-Msc-346432,245
W-Msc-367277,1
W-Msc-367566,337
W-Msc-367629,106
W-Msc-367761,31
W-Msc-367773,43
W-Msc-367776,118
W-Msc-367819,340
W-Msc-367837,192
W-Msc-367856,558
W-Msc-367883,586
W-Msc-367955,347
W-Msc-367964,320
W-Msc-367966,184
W-Msc-368475,182
W-Msc-370566,177
W-Msc-378018,606
W-Msc-381240,212
W-Msc-381295,120
W-Msc-381297,149
W-Msc-381510,1
W-Msc-381545,126
W-Msc-381769,251
W-Msc-381792,208
W-Msc-381980,600
W-Msc-382406,54
W-Msc-382543,2
W-Msc-383240,122
W-Msc-385783,179
W-Msc-385784,18
W-Msc-385827,12
W-Msc-385835,20
W-Msc-385837,39
W-Msc-386035,149
W-Msc-386044,181
W-Msc-386048,193
W-Msc-386142,57
W-Msc-386149,34
W-Msc-386270,26
W-Msc-386334,194
W-Msc-386338,247
W-Msc-386342,219
W-Msc-386343,216
W-Msc-386345,88
W-Msc-386353,129
W-Msc-386360,141
W-Msc-386377,109
W-Msc-386400,325
W-Msc-386437,151
W-Msc-386440,235
W-Msc-386441,426
W-Msc-386446,98
W-Msc-386489,79
W-Msc-386500,89
W-Msc-386508,153
W-Msc-386528,87
W-Msc-386532,47
W-Msc-386549,30
W-Msc-386755,125
W-Msc-386757,152
W-Msc-386780,26
W-Msc-386788,32
W-Msc-387121,99
W-Msc-387373,79
W-Msc-388692,23
W-Msc-388696,90
W-Msc-390545,90
W-Msc-390557,314
W-Msc-390675,112
W-Msc-390681,5
W-Msc-390684,24
W-Msc-390698,43
W-Msc-390711,24
W-Msc-390712,17
W-Msc-390727,32
W-Msc-391007,186
W-Msc-391457,275
W-Msc-391565,39
W-Msc-391668,1
W-Msc-391727,126
W-Msc-391795,551
W-Msc-391825,1927
W-Msc-393114,181
W-Msc-393116,19
W-Msc-393706,55
W-Msc-393707,34
W-Msc-393708,480
W-Msc-393711,254
W-Msc-393720,482
W-Msc-393788,366
W-Msc-393865,2
W-Msc-394062,178
W-Msc-394070,220
W-Msc-394073,231
W-Msc-394088,1411
W-Msc-394268,139
W-Msc-394270,23
W-Msc-394271,267
W-Msc-394289,1
W-Msc-394290,29
W-Msc-394314,215
W-Msc-394357,1
W-Msc-394382,585
W-Msc-394383,309
W-Msc-394395,1
W-Msc-394999,593
W-Msc-395234,231
W-Msc-396994,46
W-Msc-397024,40
W-Msc-397026,284
W-Msc-397039,269
W-Msc-397065,175
W-Msc-397071,102
W-Msc-397087,328
W-Msc-397092,43
W-Msc-397112,92
W-Msc-397115,202
W-Msc-397116,85
W-Msc-397138,182
W-Msc-397146,15
W-Msc-397147,23
W-Msc-397162,43
W-Msc-397164,41
W-Msc-397192,130
W-Msc-399219,307
W-Msc-399334,500
W-Msc-403719,230
W-Msc-403731,176
W-Msc-403751,233
W-Msc-403752,120
W-Msc-403944,195
W-Msc-403948,239
W-Msc-404149,107
W-Msc-405012,38
W-Msc-405014,123
W-Msc-405122,73
W-Msc-405124,31
W-Msc-405198,179
W-Msc-405225,160
W-Msc-405227,202
W-Msc-405234,198
W-Msc-405261,16
W-Msc-405264,14
W-Msc-405962,395
W-Msc-406301,96
W-Msc-406356,116
W-Msc-406367,22
W-Msc-406390,139
W-Msc-407535,54
W-Msc-407824,191
W-Msc-407876,92
W-Msc-408045,105
W-Msc-408480,218
W-Msc-408482,230
W-Msc-408575,144
W-Msc-408618,242
W-Msc-409950,152
W-Msc-409957,219
W-Msc-410165,100
W-Msc-410340,1032
W-Msc-410403,415
W-Msc-410780,147
W-Msc-410785,450
W-Msc-410856,151
W-Msc-413367,43
W-Msc-413407,135
W-Msc-413408,58
W-Msc-413442,70
W-Msc-413444,25
W-Msc-413447,83
W-Msc-413453,65
W-Msc-413523,110
W-Msc-413945,40
W-Msc-416623,270
W-Msc-419325,13
W-Msc-419333,104
W-Msc-419335,22
W-Msc-419336,190
W-Msc-419337,40
W-Msc-419339,138
W-Msc-419340,277
W-Msc-419342,97
W-Msc-419343,218
W-Msc-419344,118
W-Msc-419345,54
W-Msc-419347,239
W-Msc-419348,8
W-Msc-419349,79
W-Msc-419352,344
W-Msc-419354,16
W-Msc-419355,62
W-Msc-419356,18
W-Msc-419357,6
W-Msc-419358,141
W-Msc-419360,47
W-Msc-419362,53
W-Msc-419363,87
W-Msc-419365,76
W-Msc-419366,93
W-Msc-419367,115
W-Msc-419368,216
W-Msc-419371,91
W-Msc-419373,238
W-Msc-419374,63
W-Msc-419375,86
W-Msc-419376,199
W-Msc-419377,202
W-Msc-419379,102
W-Msc-419383,155
W-Msc-419387,16
W-Msc-419388,134
W-Msc-419391,212
W-Msc-419393,86
W-Msc-419394,233
W-Msc-419402,15
W-Msc-419408,49
W-Msc-419414,214
W-Msc-419415,60
W-Msc-419417,31
W-Msc-419419,225
W-Msc-419420,183
W-Msc-419422,34
W-Msc-419423,188
W-Msc-419424,247
W-Msc-419425,194
W-Msc-419426,93
W-Msc-419427,10
W-Msc-419429,135
W-Msc-419432,38
W-Msc-419434,341
W-Msc-419435,135
W-Msc-419436,187
W-Msc-419437,213
W-Msc-419439,24
W-Msc-419440,168
W-Msc-419443,317
W-Msc-419448,23
W-Msc-419449,14
W-Msc-419451,66
W-Msc-419452,163
W-Msc-419456,30
W-Msc-419457,161
W-Msc-419458,11
W-Msc-419459,179
W-Msc-419460,24
W-Msc-419461,16
W-Msc-419462,12
W-Msc-419465,254
W-Msc-419466,41
W-Msc-419468,310
W-Msc-419471,121
W-Msc-419472,16
W-Msc-419473,12
W-Msc-419474,224
W-Msc-419475,218
W-Msc-419476,73
W-Msc-419477,81
W-Msc-419478,94
W-Msc-419480,52
W-Msc-419482,9
W-Msc-419484,57
W-Msc-419487,210
W-Msc-419492,30
W-Msc-419495,40
W-Msc-419497,29
W-Msc-419501,69
W-Msc-419503,73
W-Msc-419504,78
W-Msc-419505,48
W-Msc-419506,57
W-Msc-419511,40
W-Msc-419512,74
W-Msc-419513,28
W-Msc-419516,28
W-Msc-419521,92
W-Msc-419522,69
W-Msc-419523,133
W-Msc-419525,242
W-Msc-419526,146
W-Msc-419529,201
W-Msc-419532,124
W-Msc-419533,48
W-Msc-419537,119
W-Msc-419538,301
W-Msc-419539,252
W-Msc-419540,210
W-Msc-419541,286
W-Msc-419542,228
W-Msc-419545,77
W-Msc-419546,223
W-Msc-419550,304
W-Msc-419551,131
W-Msc-419552,45
W-Msc-419554,58
W-Msc-419557,38
W-Msc-419560,50
W-Msc-419564,65
W-Msc-419565,38
W-Msc-419566,165
W-Msc-419567,47
W-Msc-419569,12
W-Msc-419574,41
W-Msc-419578,125
W-Msc-419579,177
W-Msc-419580,10
W-Msc-419582,134
W-Msc-419586,63
W-Msc-419587,155
W-Msc-419589,182
W-Msc-419592,178
W-Msc-419593,27
W-Msc-419594,78
W-Msc-419596,157
W-Msc-419597,209
W-Msc-419598,29
W-Msc-419600,55
W-Msc-419601,202
W-Msc-419603,181
W-Msc-419613,67
W-Msc-419615,192
W-Msc-419616,127
W-Msc-419619,160
W-Msc-419621,222
W-Msc-419630,98
W-Msc-419632,23
W-Msc-419636,147
W-Msc-419637,178
W-Msc-419638,196
W-Msc-419639,134
W-Msc-419641,63
W-Msc-419644,259
W-Msc-419645,193
W-Msc-419648,178
W-Msc-419654,200
W-Msc-419655,147
W-Msc-419656,200
W-Msc-419657,105
W-Msc-419659,84
W-Msc-419660,211
W-Msc-419661,84
W-Msc-419662,214
W-Msc-419663,78
W-Msc-419664,100
W-Msc-419665,161
W-Msc-419667,237
W-Msc-419672,200
W-Msc-419673,52
W-Msc-419675,200
W-Msc-419676,142
W-Msc-419678,139
W-Msc-419679,209
W-Msc-419680,161
W-Msc-419681,277
