sp_key,n_cells_br
SLB-170211,48
SLB-170926,16
SLB-170979,206
SLB-171002,140
SLB-171017,1
SLB-171308,194
SLB-171558,217
SLB-171587,211
SLB-171679,395
SLB-17201,46
SLB-172098,80
SLB-172139,166
SLB-172226,233
SLB-172284,21
SLB-172368,145
SLB-172369,185
SLB-172370,105
SLB-172677,99
SLB-172757,64
SLB-172778,83
SLB-172800,52
SLB-172802,33
SLB-172829,69
SLB-172830,19
SLB-172849,51
SLB-172986,1
SLB-173442,203
SLB-173494,125
SLB-173500,247
SLB-173556,135
SLB-173598,653
SLB-173600,174
SLB-173624,107
SLB-173657,110
SLB-173692,33
SLB-173720,26
SLB-173753,203
SLB-173754,193
SLB-173765,37
SLB-173773,82
SLB-174025,537
SLB-174268,11
SLB-174314,257
SLB-174341,53
SLB-174356,20
SLB-174486,44
SLB-174633,138
SLB-174692,75
SLB-174931,321
SLB-176558,30
SLB-176632,220
SLB-176767,61
SLB-176780,5
SLB-177015,26
SLB-177083,196
SLB-177385,72
SLB-177407,175
SLB-177459,210
SLB-177676,166
SLB-177823,52
SLB-177886,27
SLB-177901,64
SLB-178450,176
SLB-178457,191
SLB-178926,86
SLB-179136,8
SLB-179199,69
SLB-179795,83
SLB-179920,13
SLB-180044,96
SLB-181576,398
SLB-181578,31
SLB-181889,238
SLB-182305,1
SLB-182647,15
SLB-182809,161
SLB-182810,1
SLB-182953,1
SLB-183172,403
SLB-183970,52
SLB-184283,63
SLB-184619,267
SLB-184672,20
SLB-184702,20
SLB-184797,166
SLB-184828,146
SLB-184830,606
SLB-184834,15
SLB-184836,47
SLB-184838,195
SLB-184844,643
SLB-184845,765
SLB-184857,152
SLB-184912,1
SLB-186085,95
SLB-187225,44
SLB-188229,196
SLB-188349,1
SLB-188835,191
SLB-188856,361
SLB-189203,1
SLB-189261,206
SLB-189282,199
SLB-189544,1
SLB-189552,1
SLB-189553,1
SLB-189555,1
SLB-189657,1
SLB-190046,1
SLB-190052,1
SLB-190054,1
SLB-190058,1553
SLB-190061,1429
SLB-190070,1
SLB-190081,87
SLB-190089,49
SLB-190133,1
SLB-190135,1
SLB-190154,1
SLB-190165,1
SLB-190206,112
SLB-190218,16
SLB-190276,43
SLB-190287,55
SLB-190288,20
SLB-190292,128
SLB-190294,1
SLB-190296,1
SLB-190321,1
SLB-190327,1
SLB-190332,1
SLB-190373,5
SLB-190378,7
SLB-190383,29
SLB-190394,1
SLB-190424,1
SLB-190476,1
SLB-190481,1
SLB-190484,171
SLB-190487,38
SLB-190498,17
SLB-190537,16
SLB-190539,1
SLB-190545,1
SLB-191673,70
SLB-191695,113
SLB-191699,303
SLB-191708,185
SLB-191714,152
SLB-192140,107
SLB-192153,120
SLB-192213,195
SLB-192273,86
SLB-192657,70
SLB-192711,31
SLB-192896,1063
SLB-193031,1
SLB-193173,15
SLB-193392,21
SLB-1940,274
SLB-196711,3
SLB-196738,237
SLB-197296,309
SLB-197297,206
SLB-197995,184
SLB-198045,192
SLB-198105,164
SLB-198262,7
SLB-199182,73
SLB-199197,58
SLB-2023,198
SLB-2031,276
SLB-2036,114
SLB-2054,197
SLB-20787,89
SLB-20803,185
SLB-2084,292
SLB-2102,212
SLB-21025,42
SLB-2108,298
SLB-2116,75
SLB-2257,375
SLB-2259,137
SLB-2289,1329
SLB-23149,390
SLB-23201,158
SLB-23431,125
SLB-23550,986
SLB-23561,542
SLB-23562,287
SLB-23564,221
SLB-23566,294
SLB-2358,217
SLB-2367,166
SLB-2396,215
SLB-24027,364
SLB-24191,402
SLB-24240,260
SLB-24241,180
SLB-24427,209
SLB-24533,409
SLB-24534,44
SLB-24535,159
SLB-2524,325
SLB-25588,116
SLB-2617,1
SLB-2636,241
SLB-2637,212
SLB-2659,118
SLB-2673,1031
SLB-2747,70
SLB-27502,164
SLB-27506,82
SLB-27514,230
SLB-27515,225
SLB-27516,35
SLB-27517,152
SLB-27518,247
SLB-27519,194
SLB-27520,177
SLB-27530,133
SLB-2763,430
SLB-27644,461
SLB-29409,340
SLB-29559,617
SLB-29572,221
SLB-30108,103
SLB-30134,521
SLB-30327,604
SLB-30328,1205
SLB-30352,149
SLB-30361,144
SLB-30364,344
SLB-30831,50
SLB-3281,457
SLB-3321,273
SLB-3334,225
SLB-3401,236
SLB-3419,604
SLB-3428,491
SLB-3659,149
SLB-36694,399
SLB-36696,365
SLB-36698,1342
SLB-36705,1291
SLB-36706,1467
SLB-36707,32
SLB-36708,505
SLB-37193,320
SLB-3720,291
SLB-3766,372
SLB-38326,253
SLB-3837,78
SLB-3888,350
SLB-3912,241
SLB-3915,144
SLB-3916,218
SLB-39170,594
SLB-3919,165
SLB-3936,42
SLB-4025,317
SLB-4049,184
SLB-4052,268
SLB-4109,246
SLB-4209,850
SLB-4227,1033
SLB-4271,785
SLB-4272,244
SLB-4294,291
SLB-4498,237
SLB-4539,170
SLB-4736,787
SLB-4744,284
SLB-4746,235
SLB-4774,234
SLB-4794,394
SLB-4802,180
SLB-5387,248
SLB-55807,1476
SLB-56831,94
SLB-57086,62
SLB-57333,351
SLB-58978,368
SLB-60873,539
SLB-61221,211
SLB-61255,214
SLB-61256,113
SLB-61269,213
SLB-61314,241
SLB-61354,193
SLB-61615,1
SLB-61892,130
SLB-61923,131
SLB-61925,248
SLB-61927,194
SLB-61928,294
SLB-61935,106
SLB-61939,296
SLB-61945,18
SLB-61946,219
SLB-61961,187
SLB-61967,240
SLB-61972,334
SLB-61982,44
SLB-62066,1264
SLB-62133,184
SLB-62135,252
SLB-62137,132
SLB-62139,217
SLB-62140,177
SLB-62161,4
SLB-62172,10
SLB-62184,24
SLB-62209,152
SLB-62217,154
SLB-62221,371
SLB-62234,311
SLB-62396,100
SLB-62398,139
SLB-62472,294
SLB-62476,248
SLB-62477,267
SLB-62507,57
SLB-62513,73
SLB-62522,213
SLB-62536,11
SLB-62537,234
SLB-62605,250
SLB-62608,2837
SLB-62617,402
SLB-62652,10
SLB-62687,88
SLB-62688,164
SLB-63177,357
SLB-63330,4
SLB-63453,214
SLB-63505,221
SLB-63775,1309
SLB-63818,160
SLB-63892,127
SLB-63893,40
SLB-63910,257
SLB-63972,933
SLB-63985,194
SLB-64181,1002
SLB-64184,1651
SLB-6458,155
SLB-64658,127
SLB-64873,679
SLB-64922,312
SLB-6495,171
SLB-64971,957
SLB-64977,1196
SLB-64981,946
SLB-65046,936
SLB-65076,591
SLB-65115,1196
SLB-65201,134
SLB-65530,1282
SLB-65566,185
SLB-65571,254
SLB-65573,176
SLB-65586,200
SLB-65589,264
SLB-65652,160
SLB-65653,161
SLB-65654,104
SLB-65656,214
SLB-65657,242
SLB-65688,414
SLB-65715,358
SLB-65728,277
SLB-65739,183
SLB-65747,254
SLB-65765,231
SLB-65811,1
SLB-65850,265
SLB-65865,20
SLB-65867,149
SLB-65872,22
SLB-65894,71
SLB-65937,36
SLB-65995,153
SLB-66001,155
SLB-66006,59
SLB-66007,198
SLB-66009,37
SLB-66011,35
SLB-66012,56
SLB-66013,178
SLB-66015,79
SLB-66017,138
SLB-66018,49
SLB-66020,210
SLB-66021,38
SLB-66023,142
SLB-66033,41
SLB-66081,169
SLB-66152,169
SLB-66228,259
SLB-66233,308
SLB-66249,532
SLB-66264,322
SLB-66324,261
SLB-66325,218
SLB-66326,297
SLB-66328,637
SLB-66333,192
SLB-66348,105
SLB-66350,127
SLB-66378,3
SLB-66395,265
SLB-66400,135
SLB-66402,439
SLB-66406,235
SLB-66423,1246
SLB-66425,1867
SLB-66452,2144
SLB-66461,1800
SLB-66472,219
SLB-66685,266
SLB-66719,367
SLB-66723,41
SLB-66736,102
SLB-66824,820
SLB-66917,151
SLB-67017,536
SLB-67060,240
SLB-67333,277
SLB-67342,164
SLB-6742,143
SLB-67451,192
SLB-67576,106
SLB-67585,323
SLB-67618,190
SLB-67642,98
SLB-67677,481
SLB-67794,140
SLB-67830,143
SLB-68784,365
SLB-68788,325
SLB-68804,318
SLB-68823,171
SLB-68830,410
SLB-68833,288
SLB-68874,696
SLB-68886,343
SLB-6890,34
SLB-68924,249
SLB-68926,221
SLB-68972,133
SLB-68985,39
SLB-69041,241
SLB-69054,137
SLB-69073,265
SLB-69075,895
SLB-69076,178
SLB-69077,366
SLB-69079,102
SLB-69097,144
SLB-69123,97
SLB-69163,377
SLB-69188,169
SLB-69189,206
SLB-69223,288
SLB-69256,1306
SLB-69259,549
SLB-69279,882
SLB-69329,114
SLB-69344,299
SLB-69349,335
SLB-69366,55
SLB-69383,409
SLB-69406,534
SLB-69408,709
SLB-69432,677
SLB-69434,310
SLB-69472,360
SLB-69489,307
SLB-69494,131
SLB-69636,244
SLB-70090,323
SLB-70115,493
SLB-70116,267
SLB-70117,866
SLB-70118,1435
SLB-70124,259
SLB-70129,175
SLB-70130,279
SLB-70131,242
SLB-70147,108
SLB-70148,287
SLB-70155,204
SLB-70176,135
SLB-70219,194
SLB-70230,160
SLB-70252,27
SLB-70265,168
SLB-70306,742
SLB-70327,353
SLB-70334,1
SLB-70336,152
SLB-70342,320
SLB-70374,26
SLB-70376,237
SLB-70394,209
SLB-70398,320
SLB-70469,706
SLB-70565,187
SLB-70596,12
SLB-70615,29
SLB-70618,1713
SLB-70620,122
SLB-70625,92
SLB-70629,108
SLB-70647,163
SLB-70648,205
SLB-70649,156
SLB-70651,232
SLB-70652,271
SLB-70654,120
SLB-70675,98
SLB-70677,263
SLB-70690,104
SLB-70699,140
SLB-7072,177
SLB-70743,44
SLB-70758,104
SLB-70763,160
SLB-70766,1684
SLB-70773,72
SLB-70809,187
SLB-70818,174
SLB-70851,212
SLB-70872,164
SLB-70914,234
SLB-70916,31
SLB-70961,18
SLB-70995,646
SLB-70997,553
SLB-7100,95
SLB-71005,1141
SLB-71059,134
SLB-71074,77
SLB-71352,243
SLB-71422,2861
SLB-71452,3309
SLB-71467,6
SLB-71477,403
SLB-71485,455
SLB-71487,475
SLB-71490,83
SLB-71492,800
SLB-71496,410
SLB-71528,171
SLB-71569,177
SLB-71601,787
SLB-71613,593
SLB-71652,472
SLB-71658,442
SLB-71784,189
SLB-71872,186
SLB-71894,80
SLB-71947,130
SLB-72022,230
SLB-72115,154
SLB-72116,22
SLB-72215,24
SLB-72292,250
SLB-72312,163
SLB-72364,128
SLB-72679,394
SLB-72714,1289
SLB-72717,307
SLB-72726,327
SLB-72771,1020
SLB-72828,45
SLB-73448,163
SLB-73509,50
SLB-73565,462
SLB-73588,211
SLB-7368,62
SLB-7370,200
SLB-73722,107
SLB-73808,72
SLB-73824,330
SLB-73842,9
SLB-73888,266
SLB-73969,192
SLB-73987,234
SLB-74005,126
SLB-74008,177
SLB-74028,146
SLB-74083,60
SLB-74220,259
SLB-74432,103
SLB-74439,14
SLB-74440,8
SLB-74448,135
SLB-74472,52
SLB-74506,175
SLB-74530,182
SLB-74531,164
SLB-74549,130
SLB-74558,157
SLB-74569,135
SLB-74570,11
SLB-74608,136
SLB-74619,87
SLB-74622,200
SLB-74626,167
SLB-74636,41
SLB-74638,174
SLB-74643,190
SLB-74704,211
SLB-74706,67
SLB-74707,204
SLB-74712,238
SLB-74752,176
SLB-74754,170
SLB-74755,129
SLB-7481,86
SLB-74840,53
SLB-74851,102
SLB-74882,34
SLB-74885,29
SLB-74889,28
SLB-74927,162
SLB-74929,218
SLB-74938,220
SLB-74940,242
SLB-74951,141
SLB-74996,159
SLB-75009,212
SLB-75130,231
SLB-75140,129
SLB-7520,413
SLB-75334,118
SLB-75475,36
SLB-75499,150
SLB-75506,254
SLB-75514,152
SLB-75686,135
SLB-75692,22
SLB-75695,129
SLB-75696,18
SLB-75721,204
SLB-75747,240
SLB-75748,163
SLB-75757,20
SLB-75761,266
SLB-75778,134
SLB-75788,155
SLB-75828,222
SLB-75830,184
SLB-75832,225
SLB-75857,269
SLB-76285,151
SLB-76314,32
SLB-76325,10
SLB-76345,126
SLB-76420,168
SLB-76423,112
SLB-76438,170
SLB-76657,226
SLB-76658,214
SLB-76661,160
SLB-76671,128
SLB-76672,192
SLB-76677,4
SLB-76678,1
SLB-76679,17
SLB-76864,111
SLB-76868,164
SLB-76910,82
SLB-76921,150
SLB-76964,149
SLB-76965,199
SLB-77073,252
SLB-77074,52
SLB-77085,164
SLB-77160,16
SLB-77219,174
SLB-77221,154
SLB-77271,602
SLB-77318,380
SLB-77352,223
SLB-77353,14
SLB-77370,34
SLB-77408,184
SLB-77423,219
SLB-77430,131
SLB-77446,328
SLB-77543,135
SLB-77544,101
SLB-77545,173
SLB-77547,96
SLB-77549,1659
SLB-77553,1027
SLB-77572,103
SLB-77654,781
SLB-77661,861
SLB-77707,128
SLB-77731,401
SLB-77751,309
SLB-77800,74
SLB-77826,153
SLB-77862,142
SLB-77871,43
SLB-78029,203
SLB-80027,1
SLB-80061,351
SLB-80064,475
SLB-80088,595
SLB-80097,172
SLB-80113,120
SLB-80144,177
SLB-80183,107
SLB-80185,171
SLB-80225,875
SLB-80309,307
SLB-80322,93
SLB-80328,291
SLB-80351,341
SLB-80436,841
SLB-8325,162
SLB-83781,294
SLB-85720,534
SLB-85772,151
SLB-86213,55
SLB-86214,255
SLB-86216,61
SLB-86266,126
SLB-86283,133
SLB-86409,199
SLB-86410,62
SLB-86412,1432
SLB-86434,94
SLB-86435,198
SLB-86460,344
SLB-86706,136
SLB-86711,153
SLB-86821,87
SLB-86886,128
SLB-86910,160
SLB-86915,119
SLB-86947,1035
SLB-87027,176
SLB-8710,131
SLB-8711,24
SLB-8717,117
SLB-8763,108
SLB-88120,309
SLB-88122,141
SLB-88124,138
SLB-88125,267
SLB-88127,200
SLB-88128,142
SLB-88129,199
SLB-88130,1122
SLB-88131,74
SLB-88133,74
SLB-88145,88
SLB-88150,681
SLB-88154,3144
SLB-88158,2867
SLB-88163,2594
SLB-88165,17
SLB-88167,172
SLB-88168,200
SLB-88169,162
SLB-88171,2347
SLB-88172,640
SLB-88174,155
SLB-88176,646
SLB-88177,256
SLB-88180,295
SLB-88200,404
SLB-88204,595
SLB-88208,155
SLB-88212,617
SLB-88217,1354
SLB-88218,177
SLB-88224,522
SLB-88226,123
SLB-88227,300
SLB-88231,294
SLB-88237,137
SLB-88241,138
SLB-88245,238
SLB-88247,1805
SLB-88248,115
SLB-88249,161
SLB-88268,388
SLB-88269,291
SLB-88270,160
SLB-88275,194
SLB-88280,98
SLB-88283,246
SLB-88295,1
SLB-88397,5
SLB-88596,43
SLB-88658,44
SLB-88667,124
SLB-88669,40
SLB-88790,168
SLB-88849,1
SLB-89335,273
SLB-89359,89
SLB-89371,26
SLB-89372,104
SLB-89373,28
SLB-89374,92
SLB-89375,105
SLB-89376,20
SLB-89377,70
SLB-89379,15
SLB-89380,66
SLB-89405,104
SLB-89413,82
SLB-89414,131
SLB-89415,149
SLB-89420,105
SLB-89427,85
SLB-89431,96
SLB-89463,212
SLB-92357,1
SLB-92362,1
SLB-92396,1
SLB-92432,34
SLB-9254,207
SLB-92541,1
SLB-92647,21
SLB-92669,47
SLB-92903,285
SLB-92934,130
SLB-92940,1
SLB-92960,1
SLB-93069,1
SLB-93077,1
SLB-93083,17
SLB-93102,1
SLB-93116,1
SLB-93133,17
SLB-93148,1
SLB-93158,1
SLB-93177,1
SLB-93184,1
SLB-93187,19
SLB-93192,17
SLB-93198,5
SLB-93203,17
SLB-93205,1
SLB-93210,1
SLB-93225,21
SLB-93240,1
SLB-93275,21
SLB-93290,9
SLB-93319,21
SLB-93334,128
SLB-93430,1
SLB-93436,1
SLB-93447,1
SLB-93449,2
SLB-93483,18
SLB-93529,1
SLB-93530,1
SLB-93632,1
SLB-93669,6
SLB-93672,18
SLB-93695,235
SLB-93761,185
SLB-93787,212
SLB-93791,158
SLB-94031,93
SLB-94094,86
SLB-94100,795
SLB-94124,347
SLB-94178,291
SLB-94268,290
SLB-94545,161
SLB-94666,208
SLB-94683,138
SLB-95478,123
SLB-95578,178
SLB-96266,152
SLB-96334,277
SLB-96492,191
SLB-96594,122
SLB-9727,121
SLB-9728,168
SLB-9730,107
SLB-9736,1
SLB-97400,959
SLB-97633,57
SLB-97645,46
SLB-97646,104
SLB-97678,306
SLB-98106,1
SLB-98224,358
SLB-98257,930
SLB-98297,237
SLB-98470,360
SLB-98670,166
SLB-98807,16
SLB-98922,21
SLB-99002,22
SLB-9970,1
SLB-9975,1
W-Amp-101817,536
W-Amp-101820,174
W-Amp-101827,42
W-Amp-101830,1058
W-Amp-101839,92
W-Amp-101846,146
W-Amp-101864,856
W-Amp-101881,148
W-Amp-101883,201
W-Amp-101891,6
W-Amp-101895,235
W-Amp-101928,436
W-Amp-101945,146
W-Amp-101954,123
W-Amp-101958,133
W-Amp-102000,255
W-Amp-102005,220
W-Amp-102007,88
W-Amp-102033,199
W-Amp-102064,1923
W-Amp-102108,49
W-Amp-102181,365
W-Amp-102213,167
W-Amp-102285,96
W-Amp-102296,100
W-Amp-102372,76
W-Amp-102383,520
W-Amp-102433,231
W-Amp-102481,99
W-Amp-102545,178
W-Amp-102563,3228
W-Amp-102564,394
W-Amp-102570,327
W-Amp-102695,364
W-Amp-102736,58
W-Amp-102802,185
W-Amp-102804,133
W-Amp-102805,279
W-Amp-102864,401
W-Amp-102870,593
W-Amp-102892,125
W-Amp-103050,131
W-Amp-103105,1369
W-Amp-103163,195
W-Amp-103217,204
W-Amp-103241,243
W-Amp-103255,260
W-Amp-103259,116
W-Amp-103271,312
W-Amp-103272,543
W-Amp-103273,419
W-Amp-103274,306
W-Amp-103275,296
W-Amp-103276,202
W-Amp-103278,1011
W-Amp-103279,223
W-Amp-103281,231
W-Amp-103285,274
W-Amp-103286,264
W-Amp-103291,196
W-Amp-146922,276
W-Amp-148592,186
W-Amp-148594,103
W-Amp-148604,61
W-Amp-156452,160
W-Amp-157854,122
W-Amp-158014,531
W-Amp-158015,86
W-Amp-158020,758
W-Amp-158021,1007
W-Amp-158022,601
W-Amp-158026,435
W-Amp-158032,234
W-Amp-158036,262
W-Amp-158078,215
W-Amp-158082,120
W-Amp-158087,382
W-Amp-158094,94
W-Amp-158123,123
W-Amp-158130,88
W-Amp-158156,88
W-Amp-158157,293
W-Amp-158323,262
W-Amp-160028,149
W-Amp-211240,85
W-Amp-211364,170
W-Amp-211405,115
W-Amp-214744,162
W-Amp-220731,273
W-Amp-220733,232
W-Amp-220749,204
W-Amp-221362,119
W-Amp-225814,243
W-Amp-236495,139
W-Amp-236551,155
W-Amp-236552,252
W-Amp-236568,233
W-Amp-236569,185
W-Amp-236570,207
W-Amp-236572,253
W-Amp-236573,185
W-Amp-236576,240
W-Amp-236579,228
W-Amp-236585,224
W-Amp-236592,329
W-Amp-236593,235
W-Amp-236596,337
W-Amp-236597,253
W-Amp-236602,213
W-Amp-236606,230
W-Amp-236607,218
W-Amp-236608,273
W-Amp-236609,265
W-Amp-236611,230
W-Amp-236613,236
W-Amp-236615,235
W-Amp-236616,229
W-Amp-236619,200
W-Amp-236623,235
W-Amp-236625,224
W-Amp-236627,213
W-Amp-236630,126
W-Amp-236633,268
W-Amp-236634,234
W-Amp-244461,118
W-Amp-325385,332
W-Amp-325398,248
W-Amp-325409,242
W-Amp-345319,107
W-Amp-345320,442
W-Amp-345323,126
W-Amp-389832,68
W-Amp-389833,55
W-Amp-410423,133
W-Amp-410424,173
W-Amp-410429,132
W-Amp-410793,28
W-Amp-416582,259
W-Amp-416583,242
W-Amp-421433,304
W-Amp-421434,406
W-Amp-421435,56
W-Amp-421436,386
W-Amp-421437,112
W-Amp-421438,409
W-Amp-421439,161
W-Amp-421440,241
W-Amp-421441,146
W-Amp-421444,104
W-Amp-421445,49
W-Amp-421451,199
W-Amp-421452,174
W-Amp-421455,190
W-Amp-421456,107
W-Amp-421457,213
W-Amp-421458,183
W-Amp-421460,180
W-Amp-421461,183
W-Amp-421465,53
W-Amp-421475,63
W-Amp-421483,33
W-Amp-421484,97
W-Amp-421485,93
W-Amp-421486,33
W-Amp-421489,300
W-Amp-421490,187
W-Amp-421491,178
W-Amp-421497,206
W-Amp-421500,232
W-Amp-421501,91
W-Amp-421503,166
W-Amp-421504,300
W-Amp-421505,120
W-Amp-421506,41
W-Amp-421508,140
W-Amp-421510,110
W-Amp-421517,58
W-Amp-421519,153
W-Amp-421520,139
W-Amp-421522,98
W-Amp-421523,76
W-Amp-421528,41
W-Amp-421529,259
W-Amp-421530,112
W-Amp-421531,27
W-Amp-421532,31
W-Amp-421534,625
W-Amp-421535,271
W-Amp-421538,191
W-Amp-421539,52
W-Amp-421542,299
W-Amp-421548,142
W-Amp-421557,60
W-Amp-421560,129
W-Amp-421562,214
W-Amp-421563,179
W-Amp-421565,92
W-Amp-421567,96
W-Amp-421568,168
W-Amp-421570,46
W-Amp-421571,151
W-Amp-421572,32
W-Amp-421575,147
W-Amp-421576,152
W-Amp-421577,97
W-Amp-421579,146
W-Amp-421581,300
W-Amp-421582,63
W-Amp-421585,113
W-Amp-421587,143
W-Amp-421588,96
W-Amp-421589,62
W-Amp-421593,227
W-Amp-421594,191
W-Amp-421595,93
W-Amp-421596,239
W-Amp-421598,152
W-Amp-421601,209
W-Amp-421602,202
W-Amp-421603,435
W-Amp-421604,280
W-Amp-421605,338
W-Amp-421606,314
W-Amp-421608,224
W-Amp-421609,199
W-Amp-421611,224
W-Amp-421612,325
W-Amp-421613,200
W-Amp-421614,235
W-Amp-421615,193
W-Amp-421616,196
W-Amp-421617,81
W-Amp-421618,253
W-Amp-421619,156
W-Amp-421620,245
W-Amp-421621,246
W-Amp-421623,259
W-Amp-421624,264
W-Amp-421625,232
W-Amp-421627,254
W-Amp-421628,253
W-Amp-421630,173
W-Amp-421631,213
W-Amp-423028,628
W-Amp-423463,172
W-Amp-510221,50
W-Amp-549269,118
W-Amp-549282,139
W-Ant-103323,2923
W-Ant-103326,580
W-Ant-283884,294
W-Ant-283901,324
W-Ant-283954,98
W-Ant-287837,363
W-Ant-290441,18
W-App-103379,20
W-App-103382,474
W-App-103386,115
W-App-103422,130
W-Asc-103554,131
W-Asc-103570,120
W-Asc-103579,1363
W-Asc-103584,517
W-Asc-103588,90
W-Asc-103601,361
W-Asc-103604,153
W-Asc-103638,156
W-Asc-103647,622
W-Asc-103652,113
W-Asc-103692,99
W-Asc-103695,534
W-Asc-103699,405
W-Asc-103700,1733
W-Asc-103706,217
W-Asc-103713,708
W-Asc-103714,1722
W-Asc-103725,108
W-Asc-103727,385
W-Asc-103732,1715
W-Asc-103734,423
W-Asc-103739,418
W-Asc-103749,272
W-Asc-103752,387
W-Asc-103755,56
W-Asc-103756,169
W-Asc-103757,81
W-Asc-103760,117
W-Asc-103761,87
W-Asc-103775,124
W-Asc-103776,135
W-Asc-103788,681
W-Asc-103790,189
W-Asc-103796,1654
W-Asc-103811,107
W-Asc-103814,1720
W-Asc-103815,590
W-Asc-103816,441
W-Asc-103825,807
W-Asc-103828,86
W-Asc-103830,276
W-Asc-103838,179
W-Asc-103847,419
W-Asc-103848,202
W-Asc-103857,1935
W-Asc-103862,716
W-Asc-103865,122
W-Asc-103869,132
W-Asc-103870,706
W-Asc-103876,121
W-Asc-103882,169
W-Asc-103893,130
W-Asc-103894,1421
W-Asc-103895,157
W-Asc-103902,260
W-Asc-103911,780
W-Asc-103926,523
W-Asc-103928,104
W-Asc-103930,1502
W-Asc-103933,75
W-Asc-103934,137
W-Asc-103936,267
W-Asc-103938,488
W-Asc-103939,146
W-Asc-103943,152
W-Asc-103946,85
W-Asc-103947,455
W-Asc-146902,723
W-Asc-148715,26
W-Asc-173846,9
W-Asc-173855,1198
W-Asc-173969,2593
W-Asc-183127,1434
W-Asc-212500,158
W-Asc-212501,198
W-Asc-212503,157
W-Asc-212506,113
W-Asc-215889,93
W-Asc-215891,243
W-Asc-215927,6
W-Asc-215940,387
W-Asc-215976,11
W-Asc-215992,205
W-Asc-236661,141
W-Asc-240756,255
W-Asc-249841,5
W-Asc-249856,137
W-Asc-249962,2019
W-Asc-249968,117
W-Asc-249976,133
W-Asc-249981,114
W-Asc-249992,15
W-Asc-250022,165
W-Asc-250062,709
W-Asc-250073,212
W-Asc-250152,123
W-Asc-250160,266
W-Asc-250172,59
W-Asc-250180,59
W-Asc-250201,101
W-Asc-250203,108
W-Asc-250219,85
W-Asc-250226,6
W-Asc-250234,44
W-Asc-250236,71
W-Asc-250311,143
W-Asc-250323,98
W-Asc-250343,4
W-Asc-250346,358
W-Asc-250377,81
W-Asc-250378,101
W-Asc-250404,176
W-Asc-250422,93
W-Asc-250432,76
W-Asc-250480,129
W-Asc-250497,90
W-Asc-250558,75
W-Asc-250599,6
W-Asc-250653,44
W-Asc-250674,1008
W-Asc-250677,257
W-Asc-250697,140
W-Asc-250760,3
W-Asc-250786,109
W-Asc-250824,370
W-Asc-250827,108
W-Asc-250836,111
W-Asc-250843,1
W-Asc-250845,120
W-Asc-250940,137
W-Asc-250946,513
W-Asc-250995,138
W-Asc-251002,212
W-Asc-251027,132
W-Asc-251069,191
W-Asc-251110,30
W-Asc-251221,43
W-Asc-251245,65
W-Asc-251266,221
W-Asc-251277,156
W-Asc-251314,369
W-Asc-251318,129
W-Asc-251417,1098
W-Asc-251435,194
W-Asc-251534,183
W-Asc-251553,107
W-Asc-251574,50
W-Asc-251741,690
W-Asc-252278,105
W-Asc-252983,190
W-Asc-253509,1
W-Asc-266168,187
W-Ase-123673,58
W-Ase-123776,176
W-Ase-123796,301
W-Ase-123808,463
W-Ase-123815,118
W-Ase-123826,337
W-Ase-123845,67
W-Ase-123851,475
W-Ase-123896,1095
W-Ase-123909,113
W-Ase-123915,1892
W-Ase-123935,1006
W-Ase-123947,80
W-Ase-123974,1456
W-Ase-124004,196
W-Ase-124021,276
W-Ase-124033,214
W-Ase-124048,367
W-Ase-124080,294
W-Ase-124085,613
W-Ase-124097,189
W-Ase-124128,756
W-Ase-124135,466
W-Ase-124147,2356
W-Ase-124149,1047
W-Ase-124151,511
W-Ase-124154,1631
W-Ase-124156,732
W-Ase-124160,1121
W-Ase-1246205,258
W-Ase-158489,133
W-Ase-158490,131
W-Ase-158491,245
W-Ase-158497,372
W-Ase-178137,237
W-Ase-178176,62
W-Ase-178187,144
W-Ase-178188,257
W-Ase-178189,256
W-Ase-178193,213
W-Ase-178196,156
W-Ase-178200,209
W-Ase-178205,191
W-Ase-178210,180
W-Ase-178577,27
W-Ase-178581,55
W-Ase-178615,222
W-Ase-178621,107
W-Ase-178641,126
W-Ase-178645,233
W-Ase-178646,221
W-Ase-178648,260
W-Ase-178650,273
W-Ase-178667,249
W-Ase-178702,120
W-Ase-178717,131
W-Ase-178737,169
W-Ase-178755,171
W-Ase-178804,95
W-Ase-178807,196
W-Ase-207607,88
W-Ase-213112,28
W-Ase-213245,75
W-Ase-213289,20
W-Ase-213299,1
W-Ase-213301,25
W-Ase-213335,530
W-Ase-225710,170
W-Ase-240755,260
W-Ase-240757,151
W-Ase-240758,152
W-Ase-240764,470
W-Ase-240771,272
W-Ase-241343,59
W-Ase-242160,233
W-Ase-254775,176
W-Ase-254837,191
W-Ase-254842,162
W-Ase-254844,150
W-Ase-254848,88
W-Ase-254890,258
W-Ase-254919,4
W-Ase-255042,69
W-Ase-255044,41
W-Ase-255048,536
W-Ase-255062,222
W-Ase-255087,212
W-Ase-255116,499
W-Ase-255123,277
W-Ase-292719,755
W-Ase-292720,763
W-Ase-292727,610
W-Ase-292729,1174
W-Ase-292795,6
W-Ase-292797,6
W-Ase-292829,4
W-Ase-292833,97
W-Ase-292851,277
W-Ase-292869,454
W-Ase-345389,236
W-Ase-345397,24
W-Ase-367951,1
W-Ase-368114,281
W-Ase-368135,21
W-Ase-368318,616
W-Ase-368322,194
W-Ase-368510,443
W-Ase-368527,185
W-Ase-368805,121
W-Ase-368808,219
