taxon_id,scientific_name,sp_cat,ax_status,n_shared,n_am_only,n_ax_only,mean_am,mean_ax,cor,mean_am_all,mean_ax_all,delta,jaccard,delta_PA,delta_AT,delta_AK,delta_other,delta_GA,n_shared_PA,n_shared_AT,n_shared_AK,n_shared_other,n_shared_GA
165220,Spongia (Spongia) officinalis,invertebrate,ok,23409,13734,11246,67.229,43.142,0.537,51.266,36.103,-24.087,0.484,NA,-21.694,NA,-39.361,-23.85,0,9642,NA,1697,12070
131452,Syllis prolifera,invertebrate,ok,26462,16919,20925,65.878,68.579,0.679,49.319,45.144,2.701,0.412,-15.48,-4.616,NA,13.787,7.694,380,10652,NA,1279,14151
242074,Synaptula reticulata,invertebrate,ok,2247,663,29935,7.61,12.91,0.021,9.517,5.054,5.3,0.068,5.3,NA,NA,NA,NA,2247,NA,NA,NA,NA
567235,Tectus triserialis,invertebrate,ok,1107,2653,1799,9.647,21.201,0.192,12.727,12.24,11.554,0.199,11.554,NA,NA,NA,NA,1107,NA,NA,NA,NA
131573,Terebellides stroemii,invertebrate,ok,130735,120695,67804,51.066,51.546,0.41,36.998,36.122,0.48,0.41,-10.157,14.284,-14.831,32.171,35.145,19619,27185,61280,4548,18103
381545,Trigoniocardia antillarum,invertebrate,ok,17851,1739,15762,42.748,51.817,0.312,41.698,43.472,9.069,0.505,NA,-4.334,NA,16.432,18.134,NA,7164,NA,507,10180
754017,Vexillum sculptile,invertebrate,ok,4685,3891,32063,35.515,18.749,0.375,29.683,9.938,-16.766,0.115,-16.766,NA,NA,NA,NA,4685,NA,NA,NA,NA
214942,Vulsella vulsella,invertebrate,absent_in_mask,0,682,0,NA,NA,NA,29.31,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
137094,Delphinus delphis,mammal,ok,177837,308651,31,62.482,50.307,0.459,55.268,50.305,-12.175,0.366,-19.704,-5.594,-32.11,73.991,7.98,79208,51362,21133,2316,23818
506909,Thracia trapezoides,invertebrate,ok,21103,1198,21711,62.004,51.551,0.553,59.975,37.504,-10.453,0.479,2.451,NA,-18.816,-10.363,NA,7320,NA,11322,2461,NA
367763,Thromidia catalai,invertebrate,ok,3204,2363,20867,17.924,24.264,0.201,15.357,16.449,6.339,0.121,6.339,NA,NA,NA,NA,3204,NA,NA,NA,NA
208010,Tonna allium,invertebrate,ok,2636,2446,17549,19.842,16.02,0.145,16.842,6.182,-3.822,0.116,-3.822,NA,NA,NA,NA,2636,NA,NA,NA,NA
131574,Trichobranchus glacialis,invertebrate,ok,68640,67622,27713,66.013,57.477,0.45,48.17,45.228,-8.537,0.419,12.301,-5.544,-27.1,5.775,4.056,6283,17886,24306,7457,12708
420494,Turbonilla portoricana,invertebrate,ok,23163,2493,11468,66.618,72.591,0.571,64.064,59.102,5.974,0.624,NA,-2.789,NA,19.974,10.544,NA,8907,NA,1367,12889
712137,Vexillum exasperatum,invertebrate,ok,3130,2209,20348,29.022,17.786,0.246,24.184,5.931,-11.237,0.122,-11.237,NA,NA,NA,NA,3130,NA,NA,NA,NA
743859,Xenophora corrugata,invertebrate,ok,7231,45,150289,19.973,31.734,0.359,20.159,20.946,11.761,0.046,11.761,NA,NA,NA,NA,7231,NA,NA,NA,NA
1445254,Turneroconcha magnifica,invertebrate,ok,2200,50594,9664,15.941,51.895,-0.198,14.519,65.341,35.954,0.035,35.954,NA,NA,NA,NA,2200,NA,0,0,NA
420553,Volvulella texasiana,invertebrate,ok,23857,15141,4684,76.014,73.942,0.686,61.158,63.704,-2.073,0.546,NA,-14.106,NA,9.231,3.705,NA,8373,NA,2043,13441
142001,Yoldiella lenticula,invertebrate,ok,22786,40896,36544,38.885,25.872,0.243,48.871,26.7,-13.013,0.227,NA,-18.16,-31.981,-0.129,11.654,NA,8130,7150,651,6855
420469,Triptychus niveus,invertebrate,ok,19324,596,26084,54.577,67.613,0.419,53.842,45.786,13.036,0.42,NA,0.934,NA,14.874,26.013,NA,9429,NA,1283,8612
377682,Trachypenaeus anchoralis,invertebrate,absent_in_mask,0,796,0,NA,NA,NA,2.014,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
367757,Upogebia pugettensis,invertebrate,ok,10833,288,25386,36.691,36.501,0.336,36.708,28.631,-0.19,0.297,7.647,NA,-8.321,9.103,NA,2881,NA,5537,2415,NA
405234,Vokesimurex tryoni,invertebrate,ok,25274,659,36163,56.077,68.271,0.368,55.408,40.209,12.194,0.407,NA,9.784,NA,38.568,11.488,NA,10217,NA,1302,13755
431078,Volva volva,invertebrate,absent_in_mask,0,2610,0,NA,NA,NA,11.128,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
511614,Zafra hervieri,invertebrate,absent_in_mask,0,5235,0,NA,NA,NA,21.73,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
519472,Trachycardium isocardia,invertebrate,ok,22144,699,14880,58.105,70.129,0.542,57.24,52.028,12.024,0.587,NA,6.18,NA,9.397,17.457,NA,9139,NA,2140,10865
141887,Vampyroteuthis infernalis,invertebrate,ok,245890,9792,206719,34.382,59.22,0.434,33.955,55.921,24.838,0.532,35.889,34.623,-0.694,35.017,38.038,123132,29358,74311,912,18177
367277,Wallucina fijiensis,invertebrate,ok,2685,12782,5112,22.205,16.005,0.209,22.592,10.093,-6.2,0.13,-6.2,NA,NA,NA,NA,2685,NA,NA,NA,NA
743866,Xenophora pallidula,invertebrate,ok,3488,9980,5431,44.343,17.486,0.381,24.738,10.803,-26.858,0.185,-26.858,NA,NA,NA,NA,3488,NA,NA,NA,NA
208852,Thalamita picta,invertebrate,ok,22816,1727,137808,31.235,21.741,0.549,30.357,9.973,-9.494,0.141,-9.494,NA,NA,NA,NA,22816,NA,NA,0,NA
342067,Todarodes pacificus,invertebrate,ok,33424,19161,38107,24.25,15.587,0.415,19.598,9.273,-8.663,0.369,NA,NA,-9.225,3.302,NA,0,NA,31925,1499,NA
386441,Tonicella lineata,invertebrate,ok,31474,18570,5550,56.572,67.087,0.604,40.964,59.707,10.515,0.566,12.31,NA,9.071,16.097,NA,5206,NA,22198,4070,NA
141879,Umbraculum umbraculum,invertebrate,ok,40767,70739,36875,57.743,51.902,0.658,31.501,34.578,-5.841,0.275,-22.987,-2.949,NA,-6.213,12.263,15692,10612,0,1270,13193
139388,Theta chariessa,invertebrate,ok,48003,2270,20181,39.272,54.371,0.411,39.676,44.059,15.098,0.681,NA,19.476,NA,17.121,2.773,NA,35286,NA,159,12558
420966,Transennella conradina,invertebrate,ok,10832,2368,22730,36.569,71.531,0.071,35.78,50.692,34.962,0.301,NA,17.064,NA,30.629,61.792,NA,5631,NA,1244,3957
443878,Trapezia formosa,invertebrate,ok,14570,205,134842,26.979,23.774,0.474,27.409,8.953,-3.205,0.097,-3.205,NA,NA,NA,NA,14570,NA,NA,NA,NA
216371,Turbo argyrostomus,invertebrate,ok,18622,259,200879,30.691,28.12,0.469,31.256,12.845,-2.572,0.085,-2.572,NA,NA,NA,NA,18622,0,NA,0,0
420487,Turbonilla hemphilli,invertebrate,ok,23508,2765,6555,67.377,71.387,0.516,63.637,61.223,4.01,0.716,NA,-4.663,NA,19.965,7.396,NA,8413,NA,1738,13357
158389,Upogebia affinis,invertebrate,ok,25850,5967,4445,68.012,64.064,0.71,60.221,55.212,-3.948,0.713,NA,-9.658,NA,16.368,-3.398,NA,12976,NA,3390,9484
531606,Tylodina corticalis,invertebrate,absent_in_mask,0,556,0,NA,NA,NA,6.163,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
216355,Umbonium vestiarium,invertebrate,absent_in_mask,0,2179,0,NA,NA,NA,11.483,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
751882,Vexillum intertaeniatum,invertebrate,ok,2236,3149,7203,31.475,8.112,0.147,25.352,6.041,-23.363,0.178,-23.363,NA,NA,NA,NA,2236,NA,NA,NA,NA
254837,Zoroaster ophiurus,invertebrate,ok,32186,536,77446,46.938,39.958,0.499,46.899,26.336,-6.98,0.292,13.644,NA,-11.58,-22.356,NA,5982,NA,25941,263,NA
394673,Zygometra comata,invertebrate,absent_in_mask,0,4419,0,NA,NA,NA,11.241,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
421783,Thor floridanus,invertebrate,ok,20568,3474,6649,62.42,63.193,0.559,58.285,50.705,0.773,0.67,NA,-9.791,NA,12.767,6.216,NA,7703,NA,1733,11132
366952,Tomopagurus cokeri,invertebrate,ok,20273,553,26680,49.35,58.835,0.337,48.809,38.693,9.485,0.427,NA,5.001,NA,15.335,12.219,NA,7913,NA,544,11816
140151,Tonicella marmorea,invertebrate,ok,11350,116864,6348,43.995,66.751,0.595,50.082,51.554,22.755,0.084,NA,21.433,7.124,39.647,NA,0,9903,349,1098,NA
421786,Trachycaris rugosa,invertebrate,ok,27011,1255,17491,57.26,66.803,0.504,56.255,51.962,9.543,0.59,NA,7.134,NA,25.712,9.97,NA,10602,NA,1178,15231
216368,Turbo chrysostomus,invertebrate,ok,3540,1681,78093,19.817,14.755,0.202,19.816,5.842,-5.062,0.042,-5.062,NA,NA,NA,NA,3540,NA,NA,NA,NA
435126,Turris babylonia,invertebrate,ok,2124,671,51165,5.681,27.5,0.089,9.894,13.824,21.819,0.039,21.819,NA,NA,NA,NA,2124,NA,NA,NA,NA
141902,Velutina plicatilis,invertebrate,ok,89499,23681,160945,63.29,69.345,0.517,66.95,38.416,6.055,0.326,39.377,NA,4.598,18.71,NA,1497,0,82449,5553,NA
420168,Volvarina abbreviata,invertebrate,ok,19529,377,35132,49.175,68.621,0.385,48.904,38.431,19.446,0.355,NA,16.386,NA,18.473,22.598,NA,9178,NA,1099,9252
567143,Volema myristica,invertebrate,ok,0,520,18280,NA,NA,NA,4.274,9.166,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
511639,Zafra troglodytes,invertebrate,absent_in_mask,0,5381,0,NA,NA,NA,22.32,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
292444,Thyroscyphus marginatus,invertebrate,ok,39612,5196,23091,52.906,65.698,0.312,49.246,47.599,12.791,0.583,NA,17.634,NA,38.465,3.808,NA,21321,NA,1762,16529
849055,Tonganaella perna,invertebrate,ok,5297,5626,13545,19.841,21.612,0.186,19.328,11.048,1.771,0.216,1.771,NA,NA,NA,NA,5297,NA,NA,NA,NA
216382,Turbo petholatus,invertebrate,ok,18514,2104,139006,28.507,20.772,0.41,27.387,8.293,-7.735,0.116,-7.735,NA,NA,NA,NA,18514,NA,NA,0,NA
103229,Urothoe grimaldii,invertebrate,absent_in_mask,0,2314,0,NA,NA,NA,20.048,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
381334,Vasticardium flavum,invertebrate,ok,0,682,5397,NA,NA,NA,29.31,6.78,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
422119,Tetraxanthus rathbunae,invertebrate,ok,27621,845,15759,54.495,58.462,0.467,53.911,53.334,3.968,0.625,NA,-11.963,NA,10.428,13.868,NA,10403,NA,1380,15838
345704,Turridrupa acutigemmata,invertebrate,ok,597,4519,551,19.719,21.332,0.387,16.432,12.683,1.612,0.105,1.612,NA,NA,NA,NA,597,NA,NA,NA,NA
215078,Turris spectabilis,invertebrate,ok,4501,2808,33635,33.214,17.698,0.129,28.089,16.629,-15.515,0.11,-15.515,NA,NA,NA,NA,4501,NA,NA,NA,NA
137098,Grampus griseus,mammal,ok,417984,56650,4151,29.784,46.864,0.553,27.843,46.72,17.08,0.873,20.325,42.643,-8.323,46.414,40.059,231661,50729,107329,4447,23818
122637,Tubulanus polymorphus,invertebrate,ok,24246,7908,9271,24.736,20.809,0.32,20.384,17.594,-3.927,0.585,29.464,NA,-11.516,-5.03,NA,3862,NA,16416,3968,NA
440119,Tumidodromia dormia,invertebrate,ok,18449,3914,108462,30.038,12.107,0.493,30.657,3.579,-17.931,0.141,-17.931,NA,NA,NA,NA,18449,NA,NA,0,NA
714225,Vasula deltoidea,invertebrate,ok,5909,2620,8377,50.412,71.171,0.132,38.845,59.281,20.759,0.35,NA,10.519,NA,23.995,48.554,NA,3914,NA,626,1369
753839,Vexillum obeliscus,invertebrate,ok,1587,2458,2921,9.798,19.455,0.152,12.934,10.636,9.658,0.228,9.658,NA,NA,NA,NA,1587,NA,NA,NA,NA
420648,Williamia krebsii,invertebrate,ok,24756,12890,8112,70.809,79.621,0.557,56.318,67.591,8.812,0.541,NA,0.572,NA,12.886,14.353,NA,9750,NA,1924,13082
867964,Yoldia aeolica,invertebrate,ok,73810,20936,37662,65.115,48.075,0.438,57.606,41.537,-17.04,0.557,-2.798,NA,-19.585,-2.59,NA,6172,NA,62681,4957,NA
208864,Thalamita bouvieri,invertebrate,ok,1369,6606,3845,7.215,14.294,-0.013,18.556,11.056,7.08,0.116,7.08,NA,NA,NA,NA,1369,NA,NA,0,NA
208854,Thalamita danae,invertebrate,ok,2785,19299,5886,26.243,18.808,0.38,26.928,11.27,-7.435,0.1,-7.435,NA,NA,NA,NA,2785,NA,NA,0,NA
720592,Tortanus (Boreotortanus) discaudatus,invertebrate,ok,28486,16373,230096,49.748,64.05,0.299,48.996,49.568,14.301,0.104,NA,2.607,28.803,14.856,-41.425,0,14651,11876,1924,35
210186,Trapezia tigrina,invertebrate,ok,21731,602,135422,35.12,22.427,0.53,35.288,10.632,-12.693,0.138,-12.693,NA,NA,NA,NA,21731,NA,NA,0,NA
531859,Tridentarius dentatus,invertebrate,ok,21443,530,135710,33.927,28.083,0.518,34.189,12.818,-5.844,0.136,-5.844,NA,NA,NA,NA,21443,NA,NA,NA,NA
754472,Vexillum discolorium,invertebrate,ok,2864,1593,25442,26.611,11.713,0.262,25.725,4.221,-14.898,0.096,-14.898,NA,NA,NA,NA,2864,NA,NA,NA,NA
758848,Vexillum millecostatum,invertebrate,ok,2100,3159,17303,24.311,22.549,0.271,20.848,8.452,-1.762,0.093,-1.762,NA,NA,NA,NA,2100,NA,NA,NA,NA
419686,Vitrinella helicoidea,invertebrate,ok,24988,1058,11253,68.548,76.031,0.588,67.045,63.172,7.483,0.67,NA,3.8,NA,14.531,9.125,NA,9427,NA,1696,13865
405215,Vokesimurex messorius,invertebrate,ok,1366,1070,4774,50.578,37.369,0.5,38.738,57.647,-13.209,0.189,NA,-13.209,NA,NA,NA,NA,1366,NA,0,0
821597,Ylistrum balloti,invertebrate,absent_in_mask,0,3039,0,NA,NA,NA,10.856,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
137086,Balaena mysticetus,mammal,ok,117933,162986,2133,60.525,59.061,0.827,44.252,58.081,-1.464,0.417,NA,NA,-1.687,15.371,NA,0,0,116394,1539,NA
137079,Erignathus barbatus,mammal,ok,60990,83639,77592,73.4,84.151,0.713,68.277,48.906,10.751,0.274,NA,NA,10.63,14.903,NA,0,0,59259,1731,NA
208849,Thalamita admete,invertebrate,ok,21121,1364,160289,31.185,26.668,0.534,31.481,13.045,-4.517,0.116,-4.517,NA,NA,NA,NA,21121,NA,NA,0,NA
422065,Thalassoplax angusta,invertebrate,ok,17604,3734,15039,50.716,52.96,0.573,48.681,33.215,2.244,0.484,NA,10.828,NA,-27.716,-3.518,NA,7626,NA,329,9649
420731,Tucetona pectinata,invertebrate,ok,36235,7253,14238,70.619,58.412,0.74,64.109,44.817,-12.207,0.628,NA,-15.677,NA,-1.071,-9.499,NA,18674,NA,2048,15513
528088,Turbo canaliculatus,invertebrate,ok,6176,42,30875,52.522,66.623,0.396,52.596,59.069,14.101,0.167,NA,1.463,NA,28.623,30.291,NA,3450,NA,318,2408
421602,Vibilia chuni,invertebrate,ok,23306,6017,27182,55.892,48.904,-0.052,53.252,48.985,-6.989,0.412,NA,3.635,NA,10.782,-14.656,0,8085,NA,1211,14010
549282,Tiburonella viscana,invertebrate,ok,4577,13696,11548,44.187,65.921,0.021,48.931,48.821,21.733,0.153,-20.451,23.401,NA,36.323,56.251,1429,1198,NA,453,1497
519471,Trachycardium egmontianum,invertebrate,ok,21681,2673,6265,64.847,69.377,0.605,60.871,59.409,4.53,0.708,NA,-5.602,NA,20.151,9.634,NA,8502,NA,1794,11385
413428,Turbo bruneus,invertebrate,absent_in_mask,0,682,0,NA,NA,NA,29.31,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
107702,Willemoesia leptodactyla,invertebrate,absent_in_mask,0,155301,0,NA,NA,NA,56.576,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0
421782,Thor dobkini,invertebrate,ok,15179,265,23366,40.988,63.549,0.225,40.825,45.679,22.561,0.391,NA,15.763,NA,21.735,31.822,NA,7962,NA,1260,5957
231424,Caperea marginata,mammal,absent_in_mask,0,9389,0,NA,NA,NA,5.021,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
266469,Thysanocardia catharinae,invertebrate,ok,40319,5442,52900,39.013,56.686,0.665,35.969,36.097,17.673,0.409,17.446,16.97,NA,13.802,20.33,5430,23508,NA,1913,9468
422066,Trapezioplax tridentata,invertebrate,ok,15991,3260,11710,50.345,68.642,0.502,46.2,54.506,18.297,0.516,NA,14.821,NA,10.751,21.738,NA,6331,NA,1022,8638
533513,Triphora atlantica,invertebrate,ok,13479,272,28823,48.673,48.294,0.533,47.97,26.19,-0.379,0.317,NA,-13.012,NA,1.617,4.913,NA,3819,NA,872,8788
420483,Turbonilla dalli,invertebrate,ok,6459,3129,12993,36.309,67.935,0.464,29.253,55.302,31.627,0.286,NA,27.621,NA,23.626,44.733,NA,3721,NA,994,1744
593900,Tricolia fordiana,invertebrate,absent_in_mask,0,682,0,NA,NA,NA,29.31,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
420983,Varicorbula philippii,invertebrate,ok,14165,3075,13172,57.032,69.959,0.282,51.456,58.301,12.927,0.466,NA,15.428,NA,18.416,9.032,NA,7266,NA,927,5972
141905,Velutina velutina,invertebrate,ok,73919,47604,47012,52.867,41.62,-0.105,48.265,42.182,-11.247,0.439,2.581,1.15,-13.964,5.57,NA,2919,2748,62570,5682,NA
754004,Vexillum radix,invertebrate,ok,3214,4823,5230,21.444,6.336,0.197,16.305,4.402,-15.108,0.242,-15.108,NA,NA,NA,NA,3214,NA,NA,NA,NA
138938,Volutopsius norwegicus,invertebrate,ok,3095,16,96895,64.356,77.471,-0.097,64.187,45.272,13.115,0.031,NA,9.85,NA,38.975,NA,NA,2748,0,347,NA
287749,Thyroscyphus fruticosus,invertebrate,ok,6371,6538,44645,36.152,28.089,0.543,28.347,23.742,-8.062,0.111,-8.062,NA,NA,NA,NA,6371,NA,NA,NA,NA
158376,Tozeuma serratum,invertebrate,ok,22666,3222,5011,68.501,73.35,0.426,63.709,64.771,4.849,0.734,NA,-3.012,NA,16.372,8.562,NA,8441,NA,1734,12491
367776,Tresus capax,invertebrate,ok,12649,2789,16699,52.842,56.653,0.409,47.044,41.642,3.811,0.394,7.359,NA,4.592,-4.523,NA,4459,NA,5753,2437,NA
505780,Tresus nuttallii,invertebrate,ok,13534,1195,16154,47.482,50.498,0.447,45.526,39.227,3.017,0.438,-5.918,NA,10.145,4.317,NA,5143,NA,6012,2379,NA
207671,Tridacna noae,invertebrate,ok,3550,12691,7874,24.165,17.753,0.158,22.602,11.218,-6.411,0.147,-6.411,NA,NA,NA,NA,3550,NA,NA,NA,NA
332233,Trypanosyllis parvidentata,invertebrate,ok,23312,540,14276,57.894,61.23,0.478,57.175,43.867,3.336,0.611,NA,-4.23,NA,21.512,7.837,NA,10228,NA,1351,11733
420982,Varicorbula krebsiana,invertebrate,ok,22020,2418,7808,57.897,71.854,0.308,55.544,61.074,13.957,0.683,NA,22.202,NA,21.297,7.776,NA,8141,NA,1381,12498
751877,Vexillum hendersoni,invertebrate,ok,25545,331,20068,55.724,59.872,0.506,55.408,46.83,4.148,0.556,NA,1.662,NA,29.095,3.36,NA,7990,NA,1309,16246
137115,Delphinapterus leucas,mammal,ok,157505,109890,27799,64.595,57.751,0.897,56.266,49.495,-6.843,0.534,NA,NA,-6.866,-6.054,NA,0,0,153197,4308,NA
208846,Thalamita prymna,invertebrate,ok,16011,225,141142,18.691,19.202,0.199,19.2,6.25,0.512,0.102,0.512,NA,NA,NA,NA,16011,NA,NA,0,NA
382871,Thaumastocheles zaleucus,invertebrate,ok,1167,4620,367,51.439,73.644,0.504,45.807,64.059,22.205,0.19,NA,26.416,NA,-8.909,-3.615,NA,1027,NA,134,6
207674,Tridacna squamosa,invertebrate,ok,18422,235,138731,22.945,22.067,0.362,23.469,7.54,-0.878,0.117,-0.878,NA,NA,NA,NA,18422,NA,NA,NA,NA
531258,Triopha catalinae,invertebrate,ok,26173,9962,12062,48.878,68.084,0.381,39.392,57.852,19.207,0.543,23.563,NA,20.814,7.21,NA,4521,NA,17646,4006,NA
489066,Turrilatirus turritus,invertebrate,ok,1424,2294,4826,9.432,18.924,0.131,12.574,8.176,9.493,0.167,9.493,NA,NA,NA,NA,1424,NA,NA,NA,NA
141875,Turtonia minuta,invertebrate,ok,128768,19508,22579,44.313,32.775,0.321,42.635,30.02,-11.538,0.754,-2.41,-5.233,-13.776,6.929,NA,3368,12474,106004,6922,NA
420186,Volvarina subtriplicata,invertebrate,ok,19018,2907,19945,45.856,66.523,0.233,41.071,48.317,20.666,0.454,NA,23.795,NA,17.468,18.887,NA,7083,NA,653,11282
137112,Eschrichtius robustus,mammal,ok,88638,45976,33683,65.186,71.916,0.431,63.462,58.574,6.731,0.527,29.88,NA,3.17,8.937,NA,10459,0,71896,6283,NA
210177,Trapezia flavopunctata,invertebrate,ok,9143,4279,32281,41.58,40.848,0.49,35.195,17.491,-0.731,0.2,-0.731,NA,NA,NA,NA,9143,NA,NA,NA,NA
104342,Undeuchaeta major,invertebrate,ok,62208,7402,324406,44.281,62.111,0.269,43.576,40.301,17.831,0.158,-17.426,38.196,NA,68.757,34.162,21786,24224,0,296,15902
137090,Balaenoptera musculus,mammal,ok,435143,194449,1260,54.928,52.75,0.416,44.448,52.738,-2.178,0.69,-16.214,-5.299,19.114,74.021,24.101,232938,50321,127447,1417,23020
141680,Thysanoteuthis rhombus,invertebrate,ok,147139,19625,133433,42.871,78.644,0.236,39.441,77.419,35.772,0.49,37.898,26.245,NA,61.867,37.64,92912,30722,NA,2116,21389
208860,Thalamita sima,invertebrate,absent_in_mask,0,2027,0,NA,NA,NA,11.735,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
207605,Tylocarcinus styx,invertebrate,ok,17061,503,140459,30.275,27.624,0.398,30.511,11.126,-2.651,0.108,-2.651,NA,NA,NA,NA,17061,NA,NA,NA,NA
148418,Uroptychus nitidus,invertebrate,ok,25090,584,29619,52.185,70.029,0.435,51.652,48.868,17.844,0.454,NA,6.737,NA,-15.888,29.196,NA,12063,NA,308,12719
213287,Valvaster striatus,invertebrate,ok,302,5029,26627,15.979,17.176,0.043,24.429,32.077,1.197,0.009,1.197,NA,NA,NA,NA,302,0,NA,0,0
381317,Vasticardium angulatum,invertebrate,absent_in_mask,0,6464,0,NA,NA,NA,16.766,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
596890,Vexillum amandum,invertebrate,absent_in_mask,0,2708,0,NA,NA,NA,11.56,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
242598,Enhydra lutris,mammal,ok,52233,34433,76703,57.973,56.61,0.837,46.878,27.188,-1.364,0.32,15.168,NA,-6.747,11.625,NA,8906,NA,38645,4682,NA
137096,Globicephala macrorhynchus,mammal,ok,314738,78109,59,78.308,63.023,0.54,64.607,63.015,-15.285,0.801,-22.344,0.463,-16.72,28.835,15.192,234024,51419,2754,2723,23818
156454,Thracia septentrionalis,invertebrate,ok,16146,79,80208,49.199,73.266,0.65,49.152,54.269,24.067,0.167,NA,17.885,34.206,40.35,NA,NA,10438,4624,1084,NA
237873,Thysanoessa longipes,invertebrate,ok,54534,14002,209089,64.06,97.2,0.355,57.787,65.65,33.14,0.196,59.382,NA,31.931,21.346,NA,3954,NA,46556,4024,NA
420198,Tritonoharpa lanceolata,invertebrate,ok,23984,2946,5502,66.59,78.98,0.523,62.874,71.386,12.39,0.74,NA,14.094,NA,22.725,9.994,NA,8648,NA,1729,13607
555448,Trivirostra corrugata,invertebrate,ok,2132,5011,20243,33.964,17.686,0.364,24.202,6.046,-16.278,0.078,-16.278,NA,NA,NA,NA,2132,NA,NA,NA,NA
435129,Turris crispa,invertebrate,absent_in_mask,0,4768,0,NA,NA,NA,17.101,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
141962,Vitreledonella richardi,invertebrate,ok,429628,48162,52196,73.021,61.651,0.919,70.81,55.745,-11.37,0.811,-11.522,-10.342,-13.799,14.593,3.218,232978,28513,144580,1209,22348
511650,Zafrona isomella,invertebrate,ok,15830,7658,35447,33.518,19.803,0.465,29.484,12.325,-13.715,0.269,-13.715,NA,NA,NA,NA,15830,NA,NA,NA,NA
421611,Themistella fusca,invertebrate,ok,18655,11036,20965,70.21,43.566,0.212,61.489,46.205,-26.644,0.368,NA,-16.225,NA,-20.736,-30.987,0,4785,NA,1013,12857
210176,Trapezia cymodoce,invertebrate,ok,16909,3602,57365,22.171,26.298,0.34,22.967,15.043,4.127,0.217,4.081,NA,NA,59.526,NA,16895,NA,NA,14,NA
478752,Typhlotanais finmarchicus,invertebrate,ok,25342,32162,20746,52.495,29.709,0.154,53.082,26.467,-22.786,0.324,NA,NA,-22.795,93.82,NA,NA,NA,25340,2,NA
420085,Vexillum pulchellum,invertebrate,ok,23827,469,14174,59.386,68.716,0.373,58.805,59.455,9.33,0.619,NA,8.789,NA,15.24,9.113,NA,9960,NA,1370,12497
141989,Yoldia hyperborea,invertebrate,ok,122108,52103,45874,55.767,59.675,0.367,54.629,47.969,3.909,0.555,-3.929,7.685,2.925,18.701,NA,7684,13396,94115,6913,0
137088,Balaenoptera borealis,mammal,ok,454636,105044,622,57.415,50.8,0.318,49.676,50.807,-6.615,0.811,-26.884,-8.104,16.985,64.908,15.557,216932,49896,162830,1521,23457
442882,Thalamita chaptalii,invertebrate,ok,887,15639,950,38.258,6.405,0.172,29.568,4.944,-31.853,0.051,-31.853,NA,NA,NA,NA,887,NA,NA,NA,NA
231417,Hydrurga leptonyx,mammal,absent_in_mask,0,3335,0,NA,NA,NA,1.513,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
210915,Thelenota anax,invertebrate,ok,3286,15270,13418,27.899,8.338,0.235,25.873,3.569,-19.562,0.103,-19.562,NA,NA,NA,NA,3286,NA,NA,NA,NA
515347,Thor paschalis,invertebrate,ok,5450,11197,52701,37.83,27.689,0.297,30.778,41.201,-10.142,0.079,-10.142,NA,NA,NA,NA,5450,0,NA,0,0
215162,Turritella duplicata,invertebrate,ok,1492,975,17665,4.652,11.113,-0.064,11.363,4.119,6.461,0.074,6.461,NA,NA,NA,NA,1492,NA,NA,NA,NA
765217,Urocorycaeus longistylis,invertebrate,ok,4471,15818,210192,19.04,64.115,-0.251,26.933,63.02,45.074,0.019,83.859,59.903,NA,27.723,34.371,283,1393,NA,258,2537
392080,Uroptychus gracilimanus,invertebrate,ok,12365,19675,26359,18.462,15.34,0.265,15.494,13.628,-3.122,0.212,-3.122,NA,NA,NA,NA,12365,NA,0,0,NA
511653,Zafrona striatula,invertebrate,ok,5444,45,151694,25.619,31.959,0.279,25.923,10.157,6.34,0.035,6.34,NA,NA,NA,NA,5444,NA,NA,NA,NA
137097,Globicephala melas,mammal,ok,30999,38218,31,40.687,69.509,0.544,22.726,69.522,28.822,0.448,NA,27.366,NA,81.216,NA,NA,30161,NA,838,0
