scientific_name,reason
Valenciennea immaculata,iucn_range_outside_us_eez
Valenciennea longipinnis,iucn_range_outside_us_eez
Valenciennea muralis,iucn_range_outside_us_eez
Valenciennea randalli,iucn_range_outside_us_eez
Valenciennea wardii,iucn_range_outside_us_eez
Vanacampus margaritifer,iucn_range_outside_us_eez
Vanderhorstia mertensi,iucn_range_outside_us_eez
Velifer hypselopterus,iucn_range_outside_us_eez
Venefica multiporosa,iucn_range_outside_us_eez
Verasper moseri,iucn_range_outside_us_eez
Verulux cypselurus,iucn_range_outside_us_eez
Willemoesia inornata,iucn_range_outside_us_eez
Willemoesia leptodactyla,iucn_range_outside_us_eez
Xanthichthys lineopunctatus,iucn_range_outside_us_eez
Xenichthys xanti,iucn_range_outside_us_eez
Xenocephalus elongatus,iucn_range_outside_us_eez
Xenomedea rhodopyga,iucn_range_outside_us_eez
Xenomystax congroides,iucn_range_outside_us_eez
Xestochilus nebulosus,iucn_range_outside_us_eez
Xiphasia setifer,iucn_range_outside_us_eez
Xyrias revulsus,iucn_range_outside_us_eez
Xyrichtys mundiceps,iucn_range_outside_us_eez
Zebrias altipinnis,iucn_range_outside_us_eez
Zebrias craticulus,iucn_range_outside_us_eez
Zebrias quagga,iucn_range_outside_us_eez
Zebrias synapturoides,iucn_range_outside_us_eez
Zenarchopterus buffonis,iucn_range_outside_us_eez
Zenarchopterus rasori,iucn_range_outside_us_eez
Zeus faber,iucn_range_outside_us_eez
Zoopilus echinatus,iucn_range_outside_us_eez
Zoramia fragilis,iucn_range_outside_us_eez
Zoramia gilberti,iucn_range_outside_us_eez
Zoramia perlita,iucn_range_outside_us_eez
