aphia,species,phylum,class,rec_usa,cells_usa,min_year_usa,max_year_usa,in_v9,has_rng,mp_sdm
332630,Travisia brevis,Annelida,Polychaeta,63,55,1965,2019,FALSE,FALSE,NA
326577,Arichlidon gathofi,Annelida,Polychaeta,111,55,1885,2015,FALSE,FALSE,NA
124703,Psolus fabricii,Echinodermata,Holothuroidea,87,55,1873,2010,FALSE,FALSE,NA
130989,Filograna implexa,Annelida,Polychaeta,172,55,1874,1984,FALSE,FALSE,available
489043,Hemipolygona carinifera,Mollusca,Gastropoda,99,55,1951,2005,FALSE,FALSE,NA
548655,Photis lacia,Arthropoda,Malacostraca,67,55,1957,2006,FALSE,FALSE,available
248138,Nitzschia cylindrus,Heterokontophyta,Bacillariophyceae,308,55,1975,1980,FALSE,FALSE,available
254491,Pagurus rathbuni,Arthropoda,Malacostraca,67,55,1890,2017,FALSE,FALSE,NA
123837,Benthopecten simplex,Echinodermata,Asteroidea,81,55,1959,2000,FALSE,FALSE,available
332194,Sthenelanella uniformis,Annelida,Polychaeta,74,55,1972,2019,FALSE,FALSE,NA
106213,Balanus balanus,Arthropoda,Thecostraca,84,55,1873,2010,FALSE,FALSE,available
1496012,Ramuligorgia militaris,Cnidaria,Octocorallia,2238,55,1902,2022,FALSE,FALSE,NA
131411,Syllides longocirratus,Annelida,Polychaeta,96,54,1974,2008,FALSE,FALSE,available
409566,Narella macrocalyx,Cnidaria,Octocorallia,292,54,1993,2021,FALSE,FALSE,NA
422509,Brissopsis alta,Echinodermata,Echinoidea,104,54,1877,2013,FALSE,FALSE,NA
235372,Glottidia pyramidata,Brachiopoda,Lingulata,117,54,1966,2016,FALSE,FALSE,NA
178700,Dytaster insignis,Echinodermata,Asteroidea,78,54,1959,2000,FALSE,FALSE,available
131362,Proceraea cornuta,Annelida,Polychaeta,127,54,1881,2015,FALSE,FALSE,available
490444,Dulzura schoenerae,Arthropoda,Malacostraca,87,54,1980,2010,FALSE,FALSE,NA
344476,Polyschides quadrifissatus,Mollusca,Scaphopoda,67,54,1938,2019,FALSE,FALSE,NA
286724,Caryophyllia (Caryophyllia) alaskensis,Cnidaria,Hexacorallia,85,54,1890,2012,FALSE,FALSE,NA
265748,Siboglinum bayeri,Annelida,Polychaeta,158,54,1964,1986,FALSE,FALSE,NA
232376,Prorocentrum cordatum,Myzozoa,Dinophyceae,342,54,1982,2022,FALSE,FALSE,available
178122,Litonotaster intermedius,Echinodermata,Asteroidea,77,54,1885,2000,FALSE,FALSE,not available
149224,Rhizosolenia stolterfothii,Heterokontophyta,Bacillariophyceae,397,54,1964,1999,FALSE,FALSE,available
345529,Thalassiosira aestivalis,Heterokontophyta,Bacillariophyceae,144,54,1975,2016,FALSE,FALSE,available
758592,Cerithideopsis scalariformis,Mollusca,Gastropoda,119,54,1918,2020,FALSE,FALSE,NA
593074,Liponema brevicorne,Cnidaria,Hexacorallia,470,54,1888,2001,FALSE,FALSE,NA
1476740,Malletia pianii,Mollusca,Bivalvia,89,54,1884,1974,FALSE,FALSE,available
600467,Saccella taphria,Mollusca,Bivalvia,90,54,1936,2019,FALSE,FALSE,NA
421138,Amphibalanus eburneus,Arthropoda,Thecostraca,161,54,1874,2010,FALSE,FALSE,available
149228,Chaetoceros laciniosus,Heterokontophyta,Bacillariophyceae,104,54,1934,1984,FALSE,FALSE,available
163224,Lauderia confervacea,Heterokontophyta,Bacillariophyceae,62,54,1974,2012,FALSE,FALSE,available
419690,Truncatella pulchella,Mollusca,Gastropoda,121,54,1921,2016,FALSE,FALSE,NA
423303,Cytheretta teshekpukensis,Arthropoda,Ostracoda,58,54,1976,1976,FALSE,FALSE,NA
495309,Sargassum obtusifolium,Ochrophyta,Phaeophyceae,144,53,1933,2009,FALSE,FALSE,available
345504,Pelagomonas calceolata,Ochrophyta,Pelagophyceae,432,53,2011,2022,FALSE,FALSE,NA
163451,Coscinodiscus polychordus,Heterokontophyta,Bacillariophyceae,112,53,1974,1980,FALSE,FALSE,available
157436,Hartmania moorei,Annelida,Polychaeta,182,53,1973,2006,FALSE,FALSE,NA
276327,Hypsoblennius ionthas,Chordata,Teleostei,156,53,1899,2004,FALSE,FALSE,NA
571648,Denticula seminae,Heterokontophyta,Bacillariophyceae,88,53,1964,1978,FALSE,FALSE,NA
287658,Calyptrophora wyvillei,Cnidaria,Octocorallia,565,53,1902,2022,FALSE,FALSE,NA
148820,Molpadia barbouri,Echinodermata,Holothuroidea,75,53,1954,2000,FALSE,FALSE,NA
139452,Cuspidaria parva,Mollusca,Bivalvia,101,53,1957,1984,FALSE,FALSE,available
549663,Polymesoda floridana,Mollusca,Bivalvia,106,53,1904,2019,FALSE,FALSE,NA
421156,Asteropella pax,Arthropoda,Ostracoda,102,53,1976,2007,FALSE,FALSE,NA
171352,Craniella spinosa,Porifera,Demospongiae,55,53,1976,2016,FALSE,FALSE,NA
1311260,Hemicorallium regale,Cnidaria,Octocorallia,748,53,1902,2011,FALSE,FALSE,NA
149221,Chaetoceros curvisetus,Heterokontophyta,Bacillariophyceae,366,53,1975,2016,FALSE,FALSE,available
332501,Terebellides atlantis,Annelida,Polychaeta,318,52,1962,2002,FALSE,FALSE,not available
286488,Callogorgia gilberti,Cnidaria,Octocorallia,540,52,1902,2017,FALSE,FALSE,NA
102944,Nicippe tumida,Arthropoda,Malacostraca,65,52,1958,2006,FALSE,FALSE,available
158258,Stephanauge nexilis,Cnidaria,Hexacorallia,77,52,1880,2000,FALSE,FALSE,NA
421196,Eusarsiella paniculata,Arthropoda,Ostracoda,69,52,1980,2007,FALSE,FALSE,NA
107550,Argis dentata,Arthropoda,Malacostraca,55,52,1975,2016,FALSE,FALSE,NA
408954,Neogonodactylus torus,Arthropoda,Malacostraca,106,52,1885,2019,FALSE,FALSE,NA
124853,Ophiocten gracilis,Echinodermata,Ophiuroidea,136,52,1873,2000,FALSE,FALSE,available
513043,Mellita isometra,Echinodermata,Echinoidea,76,52,1884,2016,FALSE,FALSE,NA
422326,Celleporaria magnifica,Bryozoa,Gymnolaemata,752,52,1885,2011,FALSE,FALSE,NA
525483,Aricidea (Acmira) finitima,Annelida,Polychaeta,71,52,1976,2008,FALSE,FALSE,NA
1321853,Scrippsiella acuminata,Myzozoa,Dinophyceae,145,52,1974,2013,FALSE,FALSE,available
117913,Sertularia cupressina,Cnidaria,Hydrozoa,105,52,1875,1984,FALSE,FALSE,available
423041,Ampelisca unsocalae,Arthropoda,Malacostraca,61,52,1953,2019,FALSE,FALSE,NA
247659,Araphura breviaria,Arthropoda,Malacostraca,60,52,1984,2006,FALSE,FALSE,NA
131170,Pygospio elegans,Annelida,Polychaeta,79,51,1975,2003,FALSE,FALSE,available
125335,Anthomastus grandiflorus,Cnidaria,Octocorallia,96,51,1880,2004,FALSE,FALSE,not available
157849,Metopella angusta,Arthropoda,Malacostraca,241,51,1979,2008,FALSE,FALSE,NA
238740,Grandidierella japonica,Arthropoda,Malacostraca,464,51,1971,2010,FALSE,FALSE,available
276490,Ctenogobius shufeldti,Chordata,Teleostei,220,51,1954,2006,FALSE,FALSE,NA
155127,Sphaerodoridium minutum,Annelida,Polychaeta,103,51,1955,2008,FALSE,FALSE,available
110035,Gonyaulax polygramma,Myzozoa,Dinophyceae,178,51,1978,2021,FALSE,FALSE,available
100917,Halcampa duodecimcirrata,Cnidaria,Hexacorallia,144,51,1873,1986,FALSE,FALSE,not available
849095,Tampaella tampaensis,Mollusca,Bivalvia,107,51,1899,2020,FALSE,FALSE,available
292713,Heterozonias alternatus,Echinodermata,Asteroidea,82,51,1888,2008,FALSE,FALSE,NA
148821,Molpadia parva,Echinodermata,Holothuroidea,72,51,1883,2000,FALSE,FALSE,NA
124783,Hedingia albicans,Echinodermata,Holothuroidea,62,51,1883,1987,FALSE,FALSE,available
344481,Polyschides tetraschistus,Mollusca,Scaphopoda,63,51,1884,2011,FALSE,FALSE,NA
1466422,Metasychis disparidentatus,Annelida,Polychaeta,65,51,1975,2019,FALSE,FALSE,NA
1566163,Bothrocara zestum,Chordata,Teleostei,57,51,1962,2012,FALSE,FALSE,NA
421152,Actinoseta chelisparsa,Arthropoda,Ostracoda,68,51,1974,2004,FALSE,FALSE,NA
102178,Calliopius laeviusculus,Arthropoda,Malacostraca,153,50,1904,2007,FALSE,FALSE,available
131292,Eusyllis lamelligera,Annelida,Polychaeta,153,50,1881,2000,FALSE,FALSE,available
157214,Arcteobia anticostiensis,Annelida,Polychaeta,70,50,1873,2017,FALSE,FALSE,available
422022,Tyche emarginata,Arthropoda,Malacostraca,66,50,1965,2021,FALSE,FALSE,NA
548802,Foxiphalus obtusidens,Arthropoda,Malacostraca,57,50,1958,2019,FALSE,FALSE,NA
160530,Rhizosolenia flaccida,Heterokontophyta,Bacillariophyceae,443,50,1977,2016,FALSE,FALSE,available
139123,Pseudochama radians,Mollusca,Bivalvia,68,50,1959,2005,FALSE,FALSE,NA
286307,Acanella weberi,Cnidaria,Octocorallia,1487,50,1987,2022,FALSE,FALSE,NA
378131,Paralomis multispina,Arthropoda,Malacostraca,71,50,1889,2004,FALSE,FALSE,NA
529439,Aslia pygmaea,Echinodermata,Holothuroidea,70,50,1936,2016,FALSE,FALSE,NA
1311253,Hemicorallium laauense,Cnidaria,Octocorallia,314,50,1902,2019,FALSE,FALSE,NA
181937,Diastylis crenellata,Arthropoda,Malacostraca,61,50,1986,2019,FALSE,FALSE,NA
413653,Ensis megistus,Mollusca,Bivalvia,78,50,1941,2016,FALSE,FALSE,available
134232,Weberella bursa,Porifera,Demospongiae,71,50,2008,2019,FALSE,FALSE,available
130147,Progoniada regularis,Annelida,Polychaeta,249,50,1975,2000,FALSE,FALSE,available
285143,Neoturris breviconis,Cnidaria,Hydrozoa,52,50,1950,1977,FALSE,FALSE,available
129985,Cossura pygodactylata,Annelida,Polychaeta,119,50,1971,2003,FALSE,FALSE,available
761612,Opisthodonta uraga,Annelida,Polychaeta,213,50,1963,2003,FALSE,FALSE,NA
334234,Notocirrus spiniferus,Annelida,Polychaeta,90,50,1958,2006,FALSE,FALSE,NA
281386,Lonchopisthus micrognathus,Chordata,Teleostei,68,50,1939,2010,FALSE,FALSE,NA
423472,Krithe glacialis,Arthropoda,Ostracoda,55,50,NA,NA,FALSE,FALSE,not available
419694,Strombus alatus,Mollusca,Gastropoda,100,50,1920,2019,FALSE,FALSE,NA
451018,Asteropella monambon,Arthropoda,Ostracoda,85,49,1996,1999,FALSE,FALSE,NA
178777,Ampheraster alaminos,Echinodermata,Asteroidea,73,49,1959,2000,FALSE,FALSE,NA
236763,Dayipsammolyce ctenidophora,Annelida,Polychaeta,87,49,1975,2012,FALSE,FALSE,NA
233037,Karlodinium veneficum,Myzozoa,Dinophyceae,339,49,1994,2021,FALSE,FALSE,available
271977,Ophichthus rex,Chordata,Teleostei,78,49,1965,1980,TRUE,TRUE,NA
131168,Pseudopolydora paucibranchiata,Annelida,Polychaeta,185,49,1973,2004,FALSE,FALSE,available
130141,Goniada norvegica,Annelida,Polychaeta,142,49,1961,1984,FALSE,FALSE,available
145123,Jania adhaerens,Rhodophyta,Florideophyceae,62,49,1923,2016,FALSE,FALSE,available
328927,Lumbrineris californiensis,Annelida,Polychaeta,68,49,1971,2003,FALSE,FALSE,NA
371723,Chondracanthus canaliculatus,Rhodophyta,Florideophyceae,558,49,2001,2023,FALSE,FALSE,NA
325384,Themisto gaudichaudii,Arthropoda,Malacostraca,763,49,1955,1999,FALSE,FALSE,available
178792,Leptasterias compta,Echinodermata,Asteroidea,71,49,1873,1884,FALSE,FALSE,NA
125414,Anthothela grandiflora,Cnidaria,Octocorallia,374,49,1873,2019,FALSE,FALSE,available
177823,Chrysogorgia elegans,Cnidaria,Octocorallia,108,49,1877,2000,FALSE,FALSE,not available
124339,Hygrosoma petersii,Echinodermata,Echinoidea,62,49,1883,2003,FALSE,FALSE,available
374386,Dictyota acutiloba,Ochrophyta,Phaeophyceae,123,49,1930,2010,FALSE,FALSE,NA
177902,Chaetaster nodosus,Echinodermata,Asteroidea,75,49,1955,2021,FALSE,FALSE,available
106273,Evadne nordmanni,Arthropoda,Branchiopoda,105,49,1970,2022,FALSE,FALSE,available
119039,Idotea balthica,Arthropoda,Malacostraca,121,49,1864,2018,FALSE,FALSE,available
144666,Polysiphonia sertularioides,Rhodophyta,Florideophyceae,76,49,1953,2007,FALSE,FALSE,available
196783,Metridia okhotensis,Arthropoda,Copepoda,101,49,1888,2022,FALSE,FALSE,NA
156995,Solen viridis,Mollusca,Bivalvia,74,49,1940,2006,FALSE,FALSE,NA
130286,Clymenura polaris,Annelida,Polychaeta,295,49,1976,1986,FALSE,FALSE,not available
282971,Thyriscus anoplus,Chordata,Teleostei,97,48,1906,2016,FALSE,FALSE,NA
149039,Leptocylindrus minimus,Heterokontophyta,Bacillariophyceae,144,48,1934,2014,FALSE,FALSE,available
1446522,Syllis anops,Annelida,Polychaeta,91,48,1965,2004,FALSE,FALSE,NA
211532,Neomeris vanbosseae,Chlorophyta,Ulvophyceae,90,48,1940,2007,FALSE,FALSE,NA
125170,Poraniomorpha (Poraniomorpha) hispida,Echinodermata,Asteroidea,69,48,1879,2019,FALSE,FALSE,available
836815,Tripos arcticus,Myzozoa,Dinophyceae,57,48,1964,1999,FALSE,FALSE,available
495579,Palisada parvipapillata,Rhodophyta,Florideophyceae,73,48,1900,2007,FALSE,FALSE,NA
1379631,Ptilella inflata,Cnidaria,Octocorallia,245,48,1984,2022,FALSE,FALSE,available
247080,Apseudopsis olimpiae,Arthropoda,Malacostraca,126,48,1974,2013,FALSE,FALSE,NA
113474,Neogloboquadrina incompta,Foraminifera,Globothalamea,541,48,1959,1997,FALSE,FALSE,available
546990,Americhelidium shoemakeri,Arthropoda,Malacostraca,55,48,1983,2006,FALSE,FALSE,NA
287649,Calyptrophora angularis,Cnidaria,Octocorallia,367,48,1902,2021,FALSE,FALSE,NA
157891,Idotea phosphorea,Arthropoda,Malacostraca,206,48,1871,2007,FALSE,FALSE,NA
418107,Globigerinoides tenellus,Foraminifera,Globothalamea,355,48,1959,1997,FALSE,FALSE,available
109921,Noctiluca scintillans,Myzozoa,Dinophyceae,206,48,1978,2021,FALSE,FALSE,available
327551,Euchone hancocki,Annelida,Polychaeta,455,48,1977,2003,FALSE,FALSE,NA
102048,Microdeutopus gryllotalpa,Arthropoda,Malacostraca,92,48,1955,2008,FALSE,FALSE,available
283624,Calliactis tricolor,Cnidaria,Hexacorallia,63,48,1884,2021,FALSE,FALSE,NA
254498,Evasterias echinosoma,Echinodermata,Asteroidea,54,48,1888,2017,FALSE,FALSE,NA
276033,Fundulus pulvereus,Chordata,Teleostei,114,48,1961,2005,FALSE,FALSE,NA
292707,Crossaster borealis,Echinodermata,Asteroidea,57,48,1888,2015,FALSE,FALSE,NA
124764,Benthodytes lingua,Echinodermata,Holothuroidea,74,48,1885,2000,FALSE,FALSE,not available
566168,Microeulima terebralis,Mollusca,Gastropoda,66,47,1962,2001,FALSE,FALSE,NA
232028,Eurytemora pacifica,Arthropoda,Copepoda,65,47,1976,2017,FALSE,FALSE,NA
291175,Tanacetipathes hirta,Cnidaria,Hexacorallia,213,47,1957,2014,FALSE,FALSE,NA
104579,Heterorhabdus norvegicus,Arthropoda,Copepoda,107,47,1959,1998,FALSE,FALSE,available
104515,Pseudocalanus elongatus,Arthropoda,Copepoda,421,47,1954,2021,FALSE,FALSE,available
342069,Onychoteuthis borealijaponica,Mollusca,Cephalopoda,61,47,1956,2015,FALSE,FALSE,NA
994319,Alternatipathes alternata,Cnidaria,Hexacorallia,173,47,1902,2021,FALSE,FALSE,NA
582802,Agriopoma texasianum,Mollusca,Bivalvia,65,47,1969,2004,FALSE,FALSE,NA
423315,Cytheropteron montrosiense,Arthropoda,Ostracoda,49,47,NA,NA,FALSE,FALSE,not available
129800,Lysippe labiata,Annelida,Polychaeta,79,47,1975,2006,FALSE,FALSE,available
130494,Ophelia limacina,Annelida,Polychaeta,81,47,1969,2003,FALSE,FALSE,available
289502,Bathypsammia fallosocialis,Cnidaria,Hexacorallia,104,47,1885,2005,FALSE,FALSE,NA
346494,Gaetanus simplex,Arthropoda,Copepoda,77,47,1974,2022,FALSE,FALSE,NA
334084,Neanthes arenaceodentata,Annelida,Polychaeta,75,47,1902,2015,FALSE,FALSE,not available
456605,Lottia scutum,Mollusca,Gastropoda,95,47,1907,2022,FALSE,FALSE,NA
342222,Graneledone boreopacifica,Mollusca,Cephalopoda,152,47,2000,2000,FALSE,FALSE,NA
451226,Euphilomedes producta,Arthropoda,Ostracoda,80,47,1987,2006,FALSE,FALSE,NA
341484,Coscinodiscus oculus-iridis,Heterokontophyta,Bacillariophyceae,138,47,1969,2009,FALSE,FALSE,available
1522862,Sinistrofulgur contrarium,Mollusca,Gastropoda,91,46,1908,2019,FALSE,FALSE,NA
171357,Craniella villosa,Porifera,Demospongiae,54,46,1996,2016,FALSE,FALSE,NA
102224,Rhachotropis aculeata,Arthropoda,Malacostraca,80,46,1933,2017,FALSE,FALSE,available
430956,Mayerella banksia,Arthropoda,Malacostraca,48,46,1987,2013,FALSE,FALSE,NA
346179,Bradyidius saanichi,Arthropoda,Copepoda,105,46,1975,1980,FALSE,FALSE,NA
247787,Jaschnovia tolli,Arthropoda,Copepoda,177,46,1970,1998,FALSE,FALSE,NA
421201,Eusarsiella texana,Arthropoda,Ostracoda,54,46,1983,2006,FALSE,FALSE,NA
606573,Scaphella dohrni,Mollusca,Gastropoda,91,46,1940,2011,FALSE,FALSE,NA
123888,Dytaster grandis,Echinodermata,Asteroidea,66,46,1883,2000,FALSE,FALSE,available
283893,Antipathes dendrochristos,Cnidaria,Hexacorallia,2603,46,1995,2019,FALSE,FALSE,NA
418110,Candeina nitida,Foraminifera,Globothalamea,351,46,1959,1997,FALSE,FALSE,available
330867,Polycirrus californicus,Annelida,Polychaeta,124,46,1987,2022,FALSE,FALSE,NA
286334,Lepidisis olapa,Cnidaria,Octocorallia,924,46,1970,2015,FALSE,FALSE,NA
328935,Lumbrineris crassidentata,Annelida,Polychaeta,295,46,1976,1978,FALSE,FALSE,NA
573260,Halieutichthys intermedius,Chordata,Teleostei,69,46,1938,1957,FALSE,FALSE,NA
1391840,Ostrea permollis,Mollusca,Bivalvia,83,46,1928,2010,FALSE,FALSE,NA
243253,Dougaloplus amphacanthus,Echinodermata,Ophiuroidea,185,46,1889,2003,FALSE,FALSE,NA
511363,Amphissa undata,Mollusca,Gastropoda,54,46,1969,2019,FALSE,FALSE,NA
422000,Stenocionops spinosissimus,Arthropoda,Malacostraca,69,46,1965,2021,FALSE,FALSE,NA
130499,Ophelina abranchiata,Annelida,Polychaeta,325,46,1982,1986,FALSE,FALSE,available
882452,Dialychone veleronis,Annelida,Polychaeta,83,46,1978,2006,FALSE,FALSE,NA
163112,Chaetoceros radicans,Heterokontophyta,Bacillariophyceae,117,46,1934,2016,FALSE,FALSE,available
421165,Paracypridina floridaensis,Arthropoda,Ostracoda,54,45,1977,2007,FALSE,FALSE,NA
157570,Sphaerodoridium claparedii,Annelida,Polychaeta,60,45,1975,2010,FALSE,FALSE,available
290684,Parastenella ramosa,Cnidaria,Octocorallia,1075,45,2003,2020,FALSE,FALSE,NA
422303,Euginoma cavalieri,Bryozoa,Gymnolaemata,92,45,1983,1985,FALSE,FALSE,not available
330538,Phisidia sanctaemariae,Annelida,Polychaeta,54,45,1987,2006,FALSE,FALSE,NA
158090,Gammarus annulatus,Arthropoda,Malacostraca,101,45,1881,2006,FALSE,FALSE,NA
291841,Corallium tortuosum,Cnidaria,Octocorallia,198,45,1902,2009,FALSE,FALSE,NA
286506,Candidella helminthophora,Cnidaria,Octocorallia,137,45,1891,2022,FALSE,FALSE,NA
332915,Amaeana accraensis,Annelida,Polychaeta,118,45,1975,1981,FALSE,FALSE,NA
110687,Euphausia krohnii,Arthropoda,Malacostraca,200,45,1954,1999,FALSE,FALSE,available
548812,Foxiphalus similis,Arthropoda,Malacostraca,55,45,1958,2006,FALSE,FALSE,NA
366647,Pagurus aleuticus,Arthropoda,Malacostraca,46,45,1888,2015,FALSE,FALSE,NA
326833,Clymenura gracilis,Annelida,Polychaeta,50,45,1987,2003,FALSE,FALSE,NA
157534,Polycirrus phosphoreus,Annelida,Polychaeta,62,45,1973,1980,FALSE,FALSE,NA
111345,Cupuladria biporosa,Bryozoa,Gymnolaemata,371,45,1963,1984,FALSE,FALSE,NA
107533,Spirontocaris spinus,Arthropoda,Malacostraca,70,45,1906,2023,FALSE,FALSE,available
495074,Laurencia galtsoffii,Rhodophyta,Florideophyceae,496,45,1981,2010,FALSE,FALSE,NA
157560,Scolelepis (Parascolelepis) bousfieldi,Annelida,Polychaeta,79,45,1965,1997,FALSE,FALSE,NA
130364,Nephtys longosetosa,Annelida,Polychaeta,73,45,1975,2015,FALSE,FALSE,available
231750,Ruditapes philippinarum,Mollusca,Bivalvia,399,45,1918,2010,FALSE,FALSE,available
703701,Levinsenia uncinata,Annelida,Polychaeta,63,45,1976,2002,FALSE,FALSE,not available
335155,Typosyllis (Typosyllis) regulata,Annelida,Polychaeta,338,44,1974,1978,FALSE,FALSE,NA
100955,Monactis vestita,Cnidaria,Hexacorallia,66,44,1889,2000,FALSE,FALSE,not available
330510,Pettibonella multiuncinata,Annelida,Polychaeta,107,44,1996,2015,FALSE,FALSE,NA
113433,Beella digitata,Foraminifera,Globothalamea,281,44,1959,1997,FALSE,FALSE,available
332783,Eclysippe trilobata,Annelida,Polychaeta,56,44,1987,2019,FALSE,FALSE,NA
423752,Semicytherura complanata,Arthropoda,Ostracoda,44,44,NA,NA,FALSE,FALSE,NA
549015,Rhepoxynius stenodes,Arthropoda,Malacostraca,48,44,1958,2003,FALSE,FALSE,NA
332003,Sphaerosyllis californiensis,Annelida,Polychaeta,148,44,1973,2003,FALSE,FALSE,NA
445657,Littorina scutulata,Mollusca,Gastropoda,90,44,1911,2003,FALSE,FALSE,NA
287209,Chrysaora melanaster,Cnidaria,Scyphozoa,199,44,1890,2022,FALSE,FALSE,NA
549013,Rhepoxynius menziesi,Arthropoda,Malacostraca,61,44,1983,2019,FALSE,FALSE,NA
432375,Chlamydopleon dissimile,Arthropoda,Malacostraca,72,44,1953,2005,FALSE,FALSE,NA
156231,Magelona cincta,Annelida,Polychaeta,204,44,1975,1994,FALSE,FALSE,NA
419761,Neverita delessertiana,Mollusca,Gastropoda,79,44,1947,2019,FALSE,FALSE,NA
391732,Cyclopecten thalassinus,Mollusca,Bivalvia,100,44,1880,1981,FALSE,FALSE,NA
1393629,Stylatula gracilis,Cnidaria,Octocorallia,44,44,1975,2004,FALSE,FALSE,NA
329948,Ninoe gemmea,Annelida,Polychaeta,56,44,1975,2003,FALSE,FALSE,NA
106277,Podon leuckartii,Arthropoda,Branchiopoda,68,44,1970,2017,FALSE,FALSE,available
334137,Nephtys californiensis,Annelida,Polychaeta,71,44,1969,2006,FALSE,FALSE,NA
579233,Retilaskeya emersonii,Mollusca,Gastropoda,111,44,1903,2021,FALSE,FALSE,NA
240625,Glycinde picta,Annelida,Polychaeta,67,44,1975,2003,FALSE,FALSE,NA
1461354,Cirriformia grandis,Annelida,Polychaeta,66,44,1904,2013,FALSE,FALSE,NA
149320,Navicula transitans,Heterokontophyta,Bacillariophyceae,166,44,1979,2003,FALSE,FALSE,available
414662,Ficus papyratia,Mollusca,Gastropoda,96,44,1934,2021,FALSE,FALSE,NA
182001,Diastylopsis dawsoni,Arthropoda,Malacostraca,50,44,1964,2003,FALSE,FALSE,NA
426286,Conus abbreviatus,Mollusca,Gastropoda,182,43,1919,2018,TRUE,TRUE,NA
422349,Parasmittina spathulata,Bryozoa,Gymnolaemata,182,43,1962,2011,FALSE,FALSE,NA
239114,Ceramium macilentum,Rhodophyta,Florideophyceae,121,43,1991,2007,FALSE,FALSE,NA
607921,Cinctura lilium,Mollusca,Gastropoda,51,43,1950,2011,FALSE,FALSE,NA
286021,Anthomastus tahinodus,Cnidaria,Octocorallia,635,43,2003,2022,FALSE,FALSE,NA
582484,Barbatia domingensis,Mollusca,Bivalvia,96,43,1938,2012,FALSE,FALSE,NA
157554,Sabellaria floridensis,Annelida,Polychaeta,99,43,1963,1995,FALSE,FALSE,NA
283816,Pachycerianthus borealis,Cnidaria,Hexacorallia,86,43,1872,1999,FALSE,FALSE,NA
498205,Drouetia coalescens,Rhodophyta,Florideophyceae,86,43,1946,2006,FALSE,FALSE,NA
557882,Achelous floridanus,Arthropoda,Malacostraca,45,43,1960,2019,FALSE,FALSE,NA
120113,Mysis mixta,Arthropoda,Malacostraca,93,43,1873,1982,FALSE,FALSE,available
816801,Mesothuria verrilli,Echinodermata,Holothuroidea,65,43,1885,2000,FALSE,FALSE,available
111343,Cryptosula pallasiana,Bryozoa,Gymnolaemata,100,43,1871,2007,FALSE,FALSE,available
336409,Notomastus luridus,Annelida,Polychaeta,122,43,1972,1989,FALSE,FALSE,NA
549005,Rhepoxynius boreovariatus,Arthropoda,Malacostraca,47,43,2003,2006,FALSE,FALSE,NA
431437,Protomedeia articulata,Arthropoda,Malacostraca,45,43,1959,2003,FALSE,FALSE,NA
301914,Acanthurus tractus,Chordata,Teleostei,1701,43,1999,2020,FALSE,FALSE,NA
372140,Amphiroa valonioides,Rhodophyta,Florideophyceae,57,43,1936,2007,FALSE,FALSE,NA
1472329,Lampasopsis thomae,Mollusca,Gastropoda,82,42,1939,2004,FALSE,FALSE,available
128392,Robertsonites tuberculatus,Arthropoda,Ostracoda,45,42,1905,1905,FALSE,FALSE,not available
130890,Chone filicaudata,Annelida,Polychaeta,425,42,1975,1978,FALSE,FALSE,available
504861,Cardites floridanus,Mollusca,Bivalvia,68,42,1918,2021,FALSE,FALSE,NA
371521,Ptilothamnion cladophorae,Rhodophyta,Florideophyceae,62,42,1953,2007,FALSE,FALSE,NA
251400,Styela macrenteron,Chordata,Ascidiacea,43,42,1893,1976,FALSE,FALSE,NA
329156,Magelona polydentata,Annelida,Polychaeta,54,42,1975,2004,FALSE,FALSE,NA
328515,Jasmineira filiformis,Annelida,Polychaeta,224,42,1977,1985,FALSE,FALSE,NA
247676,Tanaella mclellandi,Arthropoda,Malacostraca,64,42,1985,1985,FALSE,FALSE,NA
371498,Griffithsia heteromorpha,Rhodophyta,Florideophyceae,70,42,1946,2007,FALSE,FALSE,NA
461022,Cytheropteron sulense,Arthropoda,Ostracoda,43,42,NA,NA,FALSE,FALSE,NA
133247,Isodictya palmata,Porifera,Demospongiae,49,42,1981,2016,FALSE,FALSE,available
279415,Bathymaster caeruleofasciatus,Chordata,Teleostei,91,42,1890,2015,FALSE,FALSE,NA
145281,Peyssonnelia inamoena,Rhodophyta,Florideophyceae,56,42,2000,2010,FALSE,FALSE,available
422532,Psolus tuberculosus,Echinodermata,Holothuroidea,62,42,1885,1991,FALSE,FALSE,NA
145017,Microdictyon umbilicatum,Chlorophyta,Ulvophyceae,173,42,1979,2008,FALSE,FALSE,available
369100,Henricia aspera,Echinodermata,Asteroidea,56,42,1888,2009,FALSE,FALSE,NA
345459,Bathycoccus prasinos,Chlorophyta,Mamiellophyceae,273,42,2006,2021,FALSE,FALSE,NA
504322,Anadara brasiliana,Mollusca,Bivalvia,52,42,1930,2014,FALSE,FALSE,NA
422030,Platylambrus serratus,Arthropoda,Malacostraca,53,42,1965,2021,FALSE,FALSE,NA
256613,Eurydice personata,Arthropoda,Malacostraca,90,42,1966,2013,FALSE,FALSE,NA
243637,Ophioderma holmesii,Echinodermata,Ophiuroidea,88,42,1983,1991,FALSE,FALSE,NA
574236,Plumarella aleutiana,Cnidaria,Octocorallia,86,42,1890,2014,FALSE,FALSE,NA
137604,Stereobalanus canadensis,Hemichordata,Enteropneusta,126,42,1974,1992,FALSE,FALSE,not available
